,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-15 00:46:32,2020-05-15 00:46:32-04:00,rkfrlyntrndd26,"Happy birthday sa small but wag-mo-susubukang-awayin kong friend! More memories with you and morons ❤️ more karaoke, foodtrips, overnight, and roadtrips to come! Bili ka car(l) day mo e 😂 thank u sa mga advice HAHAHA I love you always 😚 @riviegojas see u soonest https://t.co/eEllFSbnZX",1,2020-05-15 04:46:32,911
2020-05-15 00:49:10,2020-05-15 00:49:10-04:00,riviegojas,"RT @rkfrlyntrndd26: Happy birthday sa small but wag-mo-susubukang-awayin kong friend! More memories with you and morons ❤️ more karaoke, fo…",1,2020-05-15 04:49:10,323
2020-05-15 02:13:50,2020-05-15 02:13:50-04:00,B_BilI_A,"RT @TalhaIbrahim99: Beautiful face will age and a beautiful body will change but a beautiful soul will always be a beautiful soul.
#fridaym…",1,2020-05-15 06:13:50,734
2020-05-15 02:13:54,2020-05-15 02:13:54-04:00,B_BilI_A,RT @noshigilani: After so long.. My favourite #GloriaJean’s is open..Now I can sit inside and enjoy my #CoffeeTime ❤️❤️ https://t.co/HGKBE8…,1,2020-05-15 06:13:54,734
2020-05-15 02:39:10,2020-05-15 02:39:10-04:00,B_BilI_A,"RT @hussain786__fkh: Assalamu'alaikum🌴

RamdhanDay21🍃Dua🌷

💞O Allah,on this day,show me the way 2 win Your pleasure,do not let Shaytan have…",1,2020-05-15 06:39:10,734
2020-05-15 09:29:48,2020-05-15 09:29:48-04:00,MeeyonMl,@_aeiiaaa Send mo sakin bili happy bday be🤣,1,2020-05-15 13:29:48,106
2020-05-15 11:01:58,2020-05-15 11:01:58-04:00,bili_lilipark,"RT @_IUofficial: ♥ Happy Birthday, IU ♥
⠀
#아이유 #IU
#생일축하합니다 https://t.co/099wtVDRyP",1,2020-05-15 15:01:58,178
2020-05-15 11:22:25,2020-05-15 11:22:25-04:00,KhanMaaida,@MOROGAESO Good night take care mano bili,1,2020-05-15 15:22:25,1018
2020-05-15 11:46:55,2020-05-15 11:46:55-04:00,Monolith2tho1,"$BILI I'm hesitant with Chinese names, but great chart and benefiting from pandemic.  $40+ possible",1,2020-05-15 15:46:55,709
2020-05-15 16:14:26,2020-05-15 16:14:26-04:00,bella_bili,RT @UnboxTherapy: Here it is. Just retweet this tweet and make sure you're following @UnboxTherapy for your chance to win one of these @TCL…,1,2020-05-15 20:14:26,115
2020-05-15 18:29:20,2020-05-15 18:29:20-04:00,aka_bili,"RT @theyeezyguru: PICKING WINNER TODAY FOR YEEZY QNTM BASKETBALL IN SZ 11! 

THE WINNER WILL GET TO BUY FOR RETAIL !!

RETWEET FOR YOUR LAS…",1,2020-05-15 22:29:20,1053
