,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-15 23:25:39,2020-05-15 23:25:39-04:00,mitbili,Bili go find a reference so u can finish this thing challenge https://t.co/EeI9pnu2gM,-1,2020-05-16 03:25:39,343
2020-05-15 23:38:04,2020-05-15 23:38:04-04:00,bttflyy,RT @mitbili: Bili go find a reference so u can finish this thing challenge https://t.co/EeI9pnu2gM,-1,2020-05-16 03:38:04,196
2020-05-16 02:45:37,2020-05-16 02:45:37-04:00,puppycatjyani,@wildbormones I MEAN ????? AM I WRONG ??????BILI ???????,-1,2020-05-16 06:45:37,153
2020-05-16 04:55:08,2020-05-16 04:55:08-04:00,B_BilI_A,RT @B_Bill_A: Indian Armed Forces Killing the youth of #Kashmir.Kashmir is not just facing double lockdown but also witnessing worst brutua…,-1,2020-05-16 08:55:08,734
2020-05-16 05:14:40,2020-05-16 05:14:40-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
Indian police claimed that the youth were killed in a gunfight in Melhora village of the district. Indian authorities suspended 2G internet service and blocked all entry and exit points in the area.",-1,2020-05-16 09:14:40,734
2020-05-16 05:15:50,2020-05-16 05:15:50-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
In July 1988, a series of demonstrations, strikes and attacks on the Indian government began the Kashmir insurgency, which during the 1990s escalated into the most important internal security issue in India",-1,2020-05-16 09:15:50,734
2020-05-16 05:16:15,2020-05-16 05:16:15-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
Pakistan condemns India’s state-terrorism against Kashmiris https://t.co/iFnLbRpE1V",-1,2020-05-16 09:16:15,734
2020-05-16 05:16:22,2020-05-16 05:16:22-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
Pakistan on Thursday strongly condemned the continuing extrajudicial killings by Indian occupation forces in fake encounters and phony cordon-and-search operations in Indian occupied Jammu and Kashmri (IOJ&amp;K).",-1,2020-05-16 09:16:22,734
2020-05-16 05:16:49,2020-05-16 05:16:49-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
“The cold-blooded murder of innocent Kashmiris like Peer Mehrajuddin in Budgam on 13 May is another clear manifestation of the state terrorism to which unarmed Kashmiris have been subjected to for the past seven decades,” https://t.co/n8Z4QfL1Mt",-1,2020-05-16 09:16:49,734
2020-05-16 05:18:44,2020-05-16 05:18:44-04:00,B_BilI_A,"#IndiaKillingYouth_IOK 
In April alone, Indian occupation forces martyred 33 Kashmiris and seriously injured over 150 with complete impunity under draconian laws such as Armed Forces Special Powers Act (AFSPA), Public Safety Act (PSA)and Unlawful Activities Prevention Act (UAPA)",-1,2020-05-16 09:18:44,734
