,EST,User_name,Text,Sentiment,Created,User_flr
2020-04-29 14:38:53,2020-04-29 14:38:53-04:00,FarihaMunirShah,"A cat of ours named 'Gadri' recently gave birth but lost its babies. As my daughter @zahrashahh attends this cat, like all the others. Somehow 'Gadri' ended up believing Zahra is her baby &amp; tries to lift her up. Imagine, aek foot ke bili &amp; Zahra 😅 Now I call her Zahra kee maa 😂",-1,2020-04-29 18:38:53,7977
2020-04-29 17:43:08,2020-04-29 17:43:08-04:00,gooner_saad,"@pirzadayyy Reason why I don't like cats as a pet. They don't know what personal soace is. When I was 4/5 years old, my cousin told me key wo apni bili ko carpet par sulata hai aur subha wo us key bed mien hoti hai. I stopped going to his room after that bcz it was contaminated 😂",-1,2020-04-29 21:43:08,2820
