,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-15 20:22:37,2020-05-15 20:22:37-04:00,kashifstk,"@Blossom_077 This is not kind of sensible this is called coward. Your army is afraid from chines. we are very friendly people. So why your army friendship and friendly is not in Kashmir. 
You coward hindu are lion in India only. Matlab ghar bili b sheer hoti hai.",1,2020-05-16 00:22:37,60
2020-05-16 00:25:29,2020-05-16 00:25:29-04:00,soshipower,@kjlhkkcis Bili ka zelda breath of the wild best game,1,2020-05-16 04:25:29,1788
2020-05-16 03:14:26,2020-05-16 03:14:26-04:00,Taeil_Booty,@mitbili THIS LOOKS SO FREAKING GOOD OMFG BILI YOURE SUCH A GOD TIER ARTIST,1,2020-05-16 07:14:26,159
2020-05-16 04:00:53,2020-05-16 04:00:53-04:00,viyoncee,just received a delivery from Omega 💓 thanks IPI for this 💕 perfect after working out guys bili na kayo hihi available ni siya in all Mercury Drugstores and other leading drugstores nationwide!!!! https://t.co/8V4oBpxT7u,1,2020-05-16 08:00:53,1090
2020-05-16 04:19:43,2020-05-16 04:19:43-04:00,bili_k6,Keto Friendly Kunafa I Lactose Free I Keto I Made with Coconut https://t.co/wTtlLev05C via @YouTube,1,2020-05-16 08:19:43,23
2020-05-16 05:26:42,2020-05-16 05:26:42-04:00,B_BilI_A,"RT @kawish_mian: #IndiaKillingYouth_IOK
Although some restrictions have been eased in the main city of Srinagar, with students encouraged t…",1,2020-05-16 09:26:42,734
2020-05-16 05:44:28,2020-05-16 05:44:28-04:00,B_BilI_A,"RT @AalyaKashmir: #IndiaKillingYouth_IOK
The United Nations has the opportunity to affect a positive resolution to the conflict and resulti…",1,2020-05-16 09:44:28,734
2020-05-16 05:44:41,2020-05-16 05:44:41-04:00,B_BilI_A,"RT @AbbasSamtiah: Recently Enidian Army killed Great Riyaz Naikoo Shaheed a Great Freedom Fighter 
#IndiaKillingYouth_IOK 
@Team4Pakistan h…",1,2020-05-16 09:44:41,734
2020-05-16 06:13:53,2020-05-16 06:13:53-04:00,B_BilI_A,RT @sweeet_n_sourr: Youth had desired to express their views peacefully as elected representatives Instead of welcoming this development th…,1,2020-05-16 10:13:53,734
2020-05-16 07:41:17,2020-05-16 07:41:17-04:00,B_BilI_A,"RT @B_Bill_A: Unforgettable memories
The best honor of life
 I also have the honor that I was the 1st common Pakistani who was followed by…",1,2020-05-16 11:41:17,734
2020-05-16 13:16:39,2020-05-16 13:16:39-04:00,duckman1717,"Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $PTON $FVRR $SDGR $ONEM $OCFT $FSLY $TDOC $NET $CHWY $PDD $OKTA $MDB $Z $SE $BILI $IRTC $EVBG

You don't see the pundits discussing this on @CNBC.",1,2020-05-16 17:16:39,5664
2020-05-16 13:17:28,2020-05-16 13:17:28-04:00,rossin_victor,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-16 17:17:28,30
2020-05-16 13:35:42,2020-05-16 13:35:42-04:00,bili_boom69,RT @viktorija9k: Taking my shahada was the best day of my life Alhamdulillah!!! Felt so right https://t.co/3uC7c4Je6A,1,2020-05-16 17:35:42,1743
2020-05-16 13:36:20,2020-05-16 13:36:20-04:00,B_BilI_A,"RT @DrAhmerOfficia1: #IndiaKillingYouth_IOK 

Tea was fantastic 
Remember

@OfficialDGISPR 
@MaleehaHashmey 
@Super_Girl_16 
@patriot_girll…",1,2020-05-16 17:36:20,734
2020-05-16 13:53:28,2020-05-16 13:53:28-04:00,Gambiste1,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-16 17:53:28,4985
2020-05-16 14:17:54,2020-05-16 14:17:54-04:00,kionimoto,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-16 18:17:54,26
2020-05-16 15:17:30,2020-05-16 15:17:30-04:00,raddocms,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-16 19:17:30,101
2020-05-16 19:04:15,2020-05-16 19:04:15-04:00,iam_tyniee,I was begging Johnny for over 30mins to do “Arghh” for me 🤦🏽‍♀️😭 I even sang bili gin bili gin 😒 I better get a video before I wake up o 😑 Or else I’m withholding privileges 👅,1,2020-05-16 23:04:15,1967
2020-05-16 19:18:43,2020-05-16 19:18:43-04:00,Bili_1973,Just a little tweet from this beautiful #goldfinch (photo taken by my husband today 🥰) https://t.co/7rg7u4g4TX,1,2020-05-16 23:18:43,143
2020-05-16 19:40:29,2020-05-16 19:40:29-04:00,Bili_1973,"Listen to @BarackObama  and @MichelleObama reading ""The Word Collector"" by Peter H. Reynolds 🙂Such a beautiful story about Jerome, boy who collected words. https://t.co/QfP3HQpLDe",1,2020-05-16 23:40:29,143
2020-05-16 19:43:17,2020-05-16 19:43:17-04:00,jaywhitcraft,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-16 23:43:17,5245
