,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-16 21:00:33,2020-05-16 21:00:33-04:00,liamaikeen,"Every donation, no matter how big or small, helps our TriSikad Drives and their family. You can now avail our goods and help our Trisikad Drivers. We will assure you that your purchases will be delivered to our TriSikad Drivers. Oh ano na mga ka-sikad? BILI NA!",1,2020-05-17 01:00:33,379
2020-05-16 21:19:46,2020-05-16 21:19:46-04:00,Bili_1973,@nirajm @mattbonner_15 @Raptors That's amazing😃 Happy Birthday Niraj!🎂,1,2020-05-17 01:19:46,143
2020-05-16 23:42:28,2020-05-16 23:42:28-04:00,bili_hashida,RT @Fighters_Gen: 🕹 Kyo &amp; Sakura enjoying a game together on NEOGEO Pocket Color. #snk #neogeo #capcom #fgc https://t.co/IIrSVfEcxE,1,2020-05-17 03:42:28,503
2020-05-17 00:45:38,2020-05-17 00:45:38-04:00,thelionchaeng,@Sananisabimo bili kaaaa but research muna before magiging mama 🥺 they’re very easy to tame,1,2020-05-17 04:45:38,1412
2020-05-17 01:35:01,2020-05-17 01:35:01-04:00,VCGBph,"Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga riders jan...BILI NA ng 🎟🎟🎟 tickets for just 300 pesos🤩🤩🤩 https://t.co/eS6y9BQrnf",1,2020-05-17 05:35:01,3216
2020-05-17 01:37:09,2020-05-17 01:37:09-04:00,jangxxjang,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 05:37:09,873
2020-05-17 01:52:42,2020-05-17 01:52:42-04:00,RyeSaidSo,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 05:52:42,1253
2020-05-17 01:53:37,2020-05-17 01:53:37-04:00,JulianneDePedro,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 05:53:37,262
2020-05-17 02:05:49,2020-05-17 02:05:49-04:00,theo78,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 06:05:49,9283
2020-05-17 03:57:08,2020-05-17 03:57:08-04:00,olympictalker,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 07:57:08,3781
2020-05-17 04:00:55,2020-05-17 04:00:55-04:00,DealWithAly2,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 08:00:55,345
2020-05-17 04:11:54,2020-05-17 04:11:54-04:00,B_BilI_A,"RT @iSufyanSays: #LongLivePakistan 🇵🇰
#BeautifulPakistan 

Mesmerising Glimpse Of Beautiful Golden Sand Beach, Hingol, Province Balochistan…",1,2020-05-17 08:11:54,734
2020-05-17 04:57:28,2020-05-17 04:57:28-04:00,MadethB,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 08:57:28,160
2020-05-17 05:44:34,2020-05-17 05:44:34-04:00,mahmoodt751,@MDDrmehreen @B_BilI_A Happy birthday,1,2020-05-17 09:44:34,231
2020-05-17 07:05:37,2020-05-17 07:05:37-04:00,heartpumper77,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-17 11:05:37,583
2020-05-17 07:31:32,2020-05-17 07:31:32-04:00,itscharosoriano,"RT @VCGBph: Can it get any better than this⁉️

@dingdongdantes has pledged his 🏍 HELMET to  #ServeOurFrontliners ✊🏼

Kaya, sa lahat ng mga…",1,2020-05-17 11:31:32,95729
2020-05-17 08:47:17,2020-05-17 08:47:17-04:00,Gambiste1,"RT @duckman1717: Here is a list of a few leaders/IPOs without earnings but have strong sales growth that are performing very well: 

$SPT $…",1,2020-05-17 12:47:17,4985
2020-05-17 09:16:24,2020-05-17 09:16:24-04:00,Bili_1973,"""There is but one solution to the intricate riddle of life; to improve ourselves, and contribute to the happiness of others."" Mary Shelley https://t.co/oZWz9aBMcg",1,2020-05-17 13:16:24,143
2020-05-17 09:42:34,2020-05-17 09:42:34-04:00,banxnamilkoo,"Hi mga mamsh! bili na po kayo dito!
The prices of their products are amazingly affordable and sure has good qualities!☺💜 https://t.co/JoyG8AYGBY",1,2020-05-17 13:42:34,834
2020-05-17 10:03:53,2020-05-17 10:03:53-04:00,B_BilI_A,RT @B_Bill_A: We can never thank enough families of our shuhada for their great sacrifice. It’s our duty to stay connected with them and we…,1,2020-05-17 14:03:53,734
2020-05-17 10:17:14,2020-05-17 10:17:14-04:00,nextbigtrade,$ZM $DKNG Are you positioned in the best stocks in the market? Zoom and DraftKings are my two biggest winners so far this year identified using the Stage Analysis trading system. https://t.co/srDvfS5Ivj https://t.co/vHuVo0cHSr,1,2020-05-17 14:17:14,2511
2020-05-17 12:40:02,2020-05-17 12:40:02-04:00,shahid1947,@feze__s @Aish786 @fslzia @R__Izo @PaPpu95 @Hm_ri_ @iShahXu @M051N @MQ_393 @BPK44 @_dil05 @Saiira_ @S_w_ati @k_ali40 @pataan_ @Fan_i3 @Lrb_PTI @gazi_aabid @kity_Bili @Arsalkh66 @sohu55 @nom775 @a_r_pk @BDK44 @marya_j1 @Lelly41 Good Work 👍💯🇵🇰🇵🇰🇵🇰,1,2020-05-17 16:40:02,1795
2020-05-17 12:40:12,2020-05-17 12:40:12-04:00,shahid1947,@feze__s @Aish786 @fslzia @R__Izo @PaPpu95 @Hm_ri_ @iShahXu @M051N @MQ_393 @BPK44 @_dil05 @Saiira_ @S_w_ati @k_ali40 @pataan_ @Fan_i3 @Lrb_PTI @gazi_aabid @kity_Bili @Arsalkh66 @sohu55 @nom775 @a_r_pk @BDK44 @marya_j1 @Lelly41 Good Work 👍💯🇵🇰🇵🇰,1,2020-05-17 16:40:12,1795
2020-05-17 18:06:15,2020-05-17 18:06:15-04:00,Bili_Vitez,"RT @Breaking911: During the Coronavirus pandemic, please practice good ball skills https://t.co/R4X4gRwUtO",1,2020-05-17 22:06:15,714
2020-05-17 18:26:15,2020-05-17 18:26:15-04:00,teebizy,"RT @RayTL_: Relative Strength Scan - Week of March 6, 2020

Sorted by Sub-Industry

https://t.co/fX6bPowYyo

Some of the names: $DXCM $SEDG…",1,2020-05-17 22:26:15,7781
2020-05-17 18:29:27,2020-05-17 18:29:27-04:00,Gambiste1,"RT @RayTL_: Relative Strength Scan - Week of March 6, 2020

Sorted by Sub-Industry

https://t.co/fX6bPowYyo

Some of the names: $DXCM $SEDG…",1,2020-05-17 22:29:27,4985
