,User_name,Sentiment,User_flr,sText,Text
2020-06-21 21:44:49,SuperLuckeee,0,8273,$NKE ,Earnings for this week! Also Q2 starts again mid-July! Start of an amazing Q3-Q4 recovery through all time highs for the $SPY $NKE $RAD $NG $QMCO $KBH https://t.co/qNxNzlTtjq
2020-06-21 21:48:07,c_labrinos,0,258,"$NKERT @OBVIOUSINVESTOR: HOW WILL WWDC AFFECT APPLE
STOCK TODAY ? 

 ","RT @ObviousInvestor: How Will WWDC Affect Apple
Stock Today ? 

 $AMZN $AAPL $AMD $BA $BABA $FB  $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $ZM $GI…"
2020-06-21 21:52:47,ObviousInvestor,0,468,$NKE  ,"🔥 NASDAQ FUTURES SWING 95 POINTS FROM -50 TO +45

🔥 IF MARKET SENTIMENTS STAYED POSITIVE, APPLE IS GOING TO BOOM

 $AMZN $AAPL $AMD $BA $BABA $FB  $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $ZM $GILD $USO $NVDA $ROKU $BYND $SNAP #OOTT $TWTR  $NKE  $SHOP $SPOT"
2020-06-21 21:56:55,Bonesfugatti,0,105,$NKE ,$SPY $NKE $RAD Pivotal's weekly recap https://t.co/akJsVYlyYc
2020-06-21 22:00:24,pg8800,-1,52,"$NKERT @OBVIOUSINVESTOR: JUST A LITTLE SURVEY, PLEASE RT AFTER VOTING!

PLEASE CHOOSE YOUR EMPLOYMENT STATUS IN COVID CRISIS ?

 ","RT @ObviousInvestor: Just A Little Survey, Please RT After Voting!

Please Choose Your Employment Status In Covid Crisis ?

 $AMZN $AAPL $A…"
2020-06-21 22:02:42,petersuperfly1,0,330,$NKE ,"$htz $visl $xspa $gnus $mgm $penn $inqd $tptw $ttoo $spom $inqd $zhud $oxy $oas $spy $spot $w $hd $gnus $hdii $tlss $F $decn $tsla $vyst $paso $ozsc $ship $shll $nke $uone $uonek $AAl $AAPL

Only $15 for daily alerts, beat that!
https://t.co/GAk2PKiDtq

 https://t.co/LQBtLfv2A5"
2020-06-21 22:05:12,Bonesfugatti,0,105,$NKE #FATHERSDAY,https://t.co/vN7WRsmP3d click here to hear what our Admin John thinks about the upcoming Nike Earnings! #Nike #nke $nke #FathersDay
2020-06-21 22:06:22,Pivotal_Trading,0,727,$NKE EARNINGS! #NIKE #NKE #FATHERSDAY #THELASTRIDE,https://t.co/l0ytfKQFD6 Click here to hear what our Admin John thinks about the upcoming $NKE earnings! #Nike #nke #FathersDay #TheLastRide
2020-06-21 22:09:40,fetaaamy,-1,312,"$NKERT @OBVIOUSINVESTOR: JUST A LITTLE SURVEY, PLEASE RT AFTER VOTING!

PLEASE CHOOSE YOUR EMPLOYMENT STATUS IN COVID CRISIS ?

 ","RT @ObviousInvestor: Just A Little Survey, Please RT After Voting!

Please Choose Your Employment Status In Covid Crisis ?

 $AMZN $AAPL $A…"
2020-06-21 22:11:10,ErnestMEdsel1,0,537,"$NKE WILL NEVER LET YOU WORK AT THEIR HOMES, #H1B OFFICES, OR FACTORIES, WHICH THEY SHIP TO CHINA + INDIA HTTPS://T.CO/IJBDB787W1","Hey #BLM @RevJJackson @TheRevAl @NAACP you don't get it. White Liberal Billionaires $MSFT @BillGates $AAPL Parasite Steve Jobs Widow @laurenepowell Zuckerberg $FB Phil Knight $NKE will never let you work at their homes, #H1B offices, or factories, which they ship to China + India https://t.co/iJbdb787W1"
2020-06-21 22:11:23,ObviousInvestor,-1,468,"$NKERT @OBVIOUSINVESTOR: JUST A LITTLE SURVEY, PLEASE RT AFTER VOTING!

PLEASE CHOOSE YOUR EMPLOYMENT STATUS IN COVID CRISIS ?

 ","RT @ObviousInvestor: Just A Little Survey, Please RT After Voting!

Please Choose Your Employment Status In Covid Crisis ?

 $AMZN $AAPL $A…"
2020-06-21 22:12:38,oilbot123,0,185,"$NKERT @OBVIOUSINVESTOR: 🔥 NASDAQ FUTURES SWING 95 POINTS FROM -50 TO +45

🔥 IF MARKET SENTIMENTS STAYED POSITIVE, APPLE IS GOING TO BOOM

 ","RT @ObviousInvestor: 🔥 NASDAQ FUTURES SWING 95 POINTS FROM -50 TO +45

🔥 IF MARKET SENTIMENTS STAYED POSITIVE, APPLE IS GOING TO BOOM

 $AM…"
2020-06-21 22:17:55,TraceyRyniec,0,5188,$NKE ,This is an interesting week for earnings. Last qtr this group indicated that things weren't as bearish as everyone believed. What will they say this qtr? $NKE $KBH $DRI $WGO $MKC
2020-06-21 22:19:03,c_labrinos,0,258,$NKERT @ERNESTMEDSEL1: HEY #BLM @REVJJACKSON @THEREVAL @NAACP YOU DON'T GET IT. WHITE LIBERAL BILLIONAIRES ,RT @ErnestMEdsel1: Hey #BLM @RevJJackson @TheRevAl @NAACP you don't get it. White Liberal Billionaires $MSFT @BillGates $AAPL Parasite Stev…
2020-06-21 22:19:33,c_labrinos,0,258,"$NKERT @OBVIOUSINVESTOR: 🔥 NASDAQ FUTURES SWING 95 POINTS FROM -50 TO +45

🔥 IF MARKET SENTIMENTS STAYED POSITIVE, APPLE IS GOING TO BOOM

 ","RT @ObviousInvestor: 🔥 NASDAQ FUTURES SWING 95 POINTS FROM -50 TO +45

🔥 IF MARKET SENTIMENTS STAYED POSITIVE, APPLE IS GOING TO BOOM

 $AM…"
2020-06-21 22:31:21,FixedGuru,0,83,$NKE ,#DowJonesFutures this is what Monday is looking like when market opens #MondayMotivation $mmm $nke $aapl $amzn $nkla $tsla https://t.co/XEOrhXe5mY
2020-06-21 22:38:09,FixedGuru,0,83,$NKE HTTPS://T.CO/9KOJ52SCDD,"@Nadex #DowJones seems like the #Dow is up and don’t like how I position my trades, so I’m in the #red , but only time can tell #PassiveIncome #SundayThoughts $tsla $nkla $nklaw $nke https://t.co/9koJ52ScDD"
2020-06-21 22:50:46,art2i,0,125,$NKE ,"6/22-6/26
M- $AAPL's Dev Conf kicks off; China int rate; US old home $; EU-CN summit
Tu- Global PMI; US new home $; $INFO
W- GER biz; , $QCOM $KBH $BB
Th- IMF econ outlook; US init-cont unemp; US durable goods orders; $ACN $MKC $DRI, $NKE $SNX
F- US ind income &amp; spending; $WUBA https://t.co/ObCmML3mOz"
2020-06-21 22:58:45,ThePixiePost,0,1280,$NKE ,$RAD $MKC $NKE $DRI $WGO  &amp; more coming this week...get ready! 💲🙏🏻🙌 https://t.co/MPFDzkdzB3
2020-06-21 23:04:54,maxwelleways,0,2,$NKERT @SUPERLUCKEEE: EARNINGS FOR THIS WEEK! ALSO Q2 STARTS AGAIN MID-JULY! START OF AN AMAZING Q3-Q4 RECOVERY THROUGH ALL TIME HIGHS FOR THE…,RT @SuperLuckeee: Earnings for this week! Also Q2 starts again mid-July! Start of an amazing Q3-Q4 recovery through all time highs for the…
2020-06-21 23:29:23,MickySeas,0,303,$NKE AND ,@RonShamgar $NKE and $RH will see a lot of those savings
2020-06-21 23:33:54,Gambiste1,0,6008,$NKERT @TRACEYRYNIEC: THIS IS AN INTERESTING WEEK FOR EARNINGS. LAST QTR THIS GROUP INDICATED THAT THINGS WEREN'T AS BEARISH AS EVERYONE BELIEV…,RT @TraceyRyniec: This is an interesting week for earnings. Last qtr this group indicated that things weren't as bearish as everyone believ…
2020-06-21 23:58:18,jsizzle_0,0,468,$NKE ,"RT @jsizzle_0: Stocks to Hop on now for the Long Term. 

$T $28.40
$NKE $67.40
$DIS $85.98
$WYNN $51.10
$PENN $7.52
$MGM $9.11
$AAPL $229.2…"
2020-06-22 00:04:10,ObviousInvestor,0,468,$NKE ,"I TOLD YOU 😈

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $NVDA $ROKU $BYND $SNAP #OOTT $TWTR $IBM $NKE $DJI $SHOP $SPOT https://t.co/8sfoS5ONmt"
2020-06-22 00:12:47,oilbot123,0,185,"$NKERT @OBVIOUSINVESTOR: I TOLD YOU 😈

","RT @ObviousInvestor: I TOLD YOU 😈

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $…"
2020-06-22 00:18:57,c_labrinos,0,258,"$NKERT @OBVIOUSINVESTOR: I TOLD YOU 😈

","RT @ObviousInvestor: I TOLD YOU 😈

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $…"
2020-06-22 00:23:31,mursetrades,0,150,$NKE HTTPS://T.CO/NUVX2FSJBM,@Ironman510 @RobertH03136012 @Ichahoun $GNUS + $JCPNQ??? Where's my handy dandy notebook? #aclue? $AMZN $DIS $NKE https://t.co/nuVx2fSJbM
2020-06-22 00:42:47,Arthur10697414,0,7,$NKE ,"RT @fincuity: $AMZN $GOOG $AAPL $MSFT Google is the best....

$NKLA $NFLX $DIS $SPX $FB $UBER $LYFT $COST $SPY $DAL $UAL $LIND $NKE $DJI $A…"
2020-06-22 01:29:05,JorelLaraKalel,0,4429,$NKE ,Earnings this week https://t.co/BfVrLZp8f6 $DRI $MKC $NKE $KBH $BB $RAD
2020-06-22 02:11:14,NHtex,0,830,$NKERT @ERNESTMEDSEL1: HEY #BLM @REVJJACKSON @THEREVAL @NAACP YOU DON'T GET IT. WHITE LIBERAL BILLIONAIRES ,RT @ErnestMEdsel1: Hey #BLM @RevJJackson @TheRevAl @NAACP you don't get it. White Liberal Billionaires $MSFT @BillGates $AAPL Parasite Stev…
2020-06-22 02:37:31,ninjapigaso,0,9,"$NKERT @INVESTINGCOM: *IN A WEEK PACKED WITH MAJOR ANNOUNCEMENTS AND EARNINGS, WE'RE FOCUSING ON THE FOLLOWING 3 STOCKS:

-APPLE
-NIKE
-PACIFIC…","RT @Investingcom: *In a week packed with major announcements and earnings, we're focusing on the following 3 stocks:

-Apple
-Nike
-Pacific…"
2020-06-22 03:05:44,StockBasic,-1,28,$NKE HAS A POOR ER THIS WEEK (BEARISH). CARNIVAL CRUISE LINE ,New plays. Speculative: IBM $IBM and Cloudera $CLDR merge in July (bullish). Fundamental: Nike $NKE has a poor ER this week (bearish). Carnival cruise line $CCL facing uphill covid effects (bearish). Slack Technology $WORK profits from lasting covid issues. Good Monday https://t.co/H8Xx04h46q
2020-06-22 03:14:42,LiveSquawk,0,134912,$NKE,JP Morgan Raises Target Price On Nike To $104 From $91 $NKE
2020-06-22 03:14:56,Techlord1987,0,1288,$NKE,RT @LiveSquawk: JP Morgan Raises Target Price On Nike To $104 From $91 $NKE
2020-06-22 03:25:01,LakkisElias,0,165,$NKE,JP Morgan Raises Target Price On Nike To $104 From $91 $NKE
2020-06-22 03:30:21,locsplitter,0,59,$NKE,RT @LiveSquawk: JP Morgan Raises Target Price On Nike To $104 From $91 $NKE
2020-06-22 03:48:30,blackdraco767,0,26,$NKE,RT @LiveSquawk: JP Morgan Raises Target Price On Nike To $104 From $91 $NKE
2020-06-22 03:57:25,sssvenky,0,7113,$NKE IN FRONT OF EARNINGS.. HTTPS://T.CO/IEMMS6ZJKP,$NKE In front of earnings.. https://t.co/iEmMS6zjKP
2020-06-22 04:00:43,ecommerceshares,0,1160,$NKE ,"Pent-up demand for sneakers seem off the charts coming out from the lockdowns, looking at lines outside stores... Good for Adidas, but also great for $NKE $HIBB $FL. Have not seen similar lines outside any other store types apart from home improvement $HD $LOW. https://t.co/zEw7yYRDOQ"
2020-06-22 04:04:33,ThePennyMuncher,0,1529,$NKERT @PETERSUPERFLY1: ,RT @petersuperfly1: $htz $visl $xspa $gnus $mgm $penn $inqd $tptw $ttoo $spom $inqd $zhud $oxy $oas $spy $voo $qqq $spot $w $hd $gnus $hdii…
2020-06-22 04:28:02,eToro,0,164918,$NKE A BUY?,"Nike has been rallying strongly following the coronavirus stock market crash. With stores now opened in China &amp; South Korea, sports leagues gradually returning, and a strong online sales, is $NKE a buy?"
2020-06-22 04:40:18,Gambiste1,0,6008,"$NKERT @ETORO: NIKE HAS BEEN RALLYING STRONGLY FOLLOWING THE CORONAVIRUS STOCK MARKET CRASH. WITH STORES NOW OPENED IN CHINA &AMP; SOUTH KOREA, SPO…","RT @eToro: Nike has been rallying strongly following the coronavirus stock market crash. With stores now opened in China &amp; South Korea, spo…"
2020-06-22 05:05:32,KidCapital,1,1830,$NKE PT UP TO ,"#Nike on the verge of a rapid post-COVID-19 rebound? UBS out bullish this morning heading into the print

UBS evidence lab finds surprisingly strong social media trends and a jump in views of Nike's digital properties (97% growth in May)

$NKE PT up to $122 from $114. Remains Buy"
2020-06-22 05:22:51,AnalystWire,1,4780,$NKE PT RAISED TO ,Nike $NKE PT Raised to $112 at Piper Sandler https://t.co/UTDLOPNRbm
2020-06-22 05:26:23,Shady_Action,1,151,$NKE PT RAISED TO ,RT @AnalystWire: Nike $NKE PT Raised to $112 at Piper Sandler https://t.co/UTDLOPNRbm
2020-06-22 05:27:15,newmoneyFC,0,1575,$NKE TAG PT ,"Coverage Initiated (6/19):
$MLM Atlantic Ow PT $250
$VMC Atlantic Ow PT $145 

Reiterated/PT Change (6/19):
$AAPL Jefferies PT $307 ➡️ $405
$NKE TAG PT $95 ➡️ $110
$SPOT Rosenblatt PT $190 ➡️ $275
$SPOT MC&amp;H PT $200 ➡️ $275
$TSLA JPM PT $240 ➡️ $275 😂
$DIS Wells PT $107 ➡️ $118"
2020-06-22 05:33:06,c_labrinos,0,258,"$NKERT @NEWMONEYFC: COVERAGE INITIATED (6/19):
","RT @newmoneyFC: Coverage Initiated (6/19):
$MLM Atlantic Ow PT $250
$VMC Atlantic Ow PT $145 

Reiterated/PT Change (6/19):
$AAPL Jefferies…"
2020-06-22 06:18:08,sbwcws,0,149,$NKE,"Nike price target raised to $112 from $96 at Piper Sandler
$NKE"
2020-06-22 06:33:40,InsidrFinancial,0,4891,$NKE ,"$WYNN $MGM $OXY $BP $MAR $DIS $NKE $SBUX $BA $CLL

#stocks #stockstobuy #stockstowatch #wynn #mgm #starbucks #carnival #nike #marriott #disney #dis

https://t.co/8CWyNyaDSm"
2020-06-22 06:57:08,sbwcws,0,149,$NKE,"Nike price target raised to $122 from $114 at UBS
$NKE"
2020-06-22 06:57:35,crue95,0,21,"$NKERT @NEWMONEYFC: COVERAGE INITIATED (6/19):
","RT @newmoneyFC: Coverage Initiated (6/19):
$MLM Atlantic Ow PT $250
$VMC Atlantic Ow PT $145 

Reiterated/PT Change (6/19):
$AAPL Jefferies…"
2020-06-22 07:03:00,chrisw1224,0,9,$NKE ,$TERiiiiiiii $Isee $ASDK $CUK $NKe $NCHL $RCL deals... if $BA goes to $170 buy it all. $CAT nip $TEr what...
2020-06-22 07:25:20,pharris667,1,11019,"$NKE PT RAISED TO 104 @ JPM
","$AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Maintains Overweight pt 85
$MPWR Rosenblatt Maintains Buy pt 270
$NKE PT Raised to 104 @ JPM
$PTON PT Raised to 62.00 @ Stifel"
2020-06-22 07:26:52,moremoneyguru,0,339,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 07:31:49,2015Stalog17,0,496,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 07:37:52,EnterpriseLeade,1,619,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $122.00 at UBS Group  https://t.co/IYJ2oyh8Ym
2020-06-22 07:37:58,TickerReport,1,3233,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $122.00 at UBS Group https://t.co/tZTjUomnme
2020-06-22 07:39:10,dangitwalt03,0,7,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 07:40:50,ThisLincolnian,1,686,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $122.00 at UBS Group https://t.co/TM1XOxcNQF
2020-06-22 07:42:32,IcemanTrading,0,12928,$NKE ,"$DKNG int Buy @ Jefferies $55
$TWTR $36 @ Citi 
$CRUS DG Underweight @ Barclays $60
$FL DG Neutral @ B Riley
$RL $82 @ RBC Cap
$NKLA int Neutral @ JPM $45
$NKE $112 @ Piper
$WMT UG Buy @ UBS
$ZS Needham Maintains to Strong Buy $130
$EA $151 @ Benchmark https://t.co/Ul9IuA09k5"
2020-06-22 07:50:46,ntfri,0,2826,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 07:52:29,phuktep,0,994,$NKE,Yo @Nike when does that Vomero 15 drop? I have had like 8 pairs of vomeros. It’s all i buy. $NKE
2020-06-22 07:53:00,JesseCohenInv,1,8423,"$NKERT @JESSECOHENINV: HAPPY SUNDAY!

*HERE ARE MY #TOP5THINGSTOKNOWTHISWEEK IN FINANCIAL MARKETS:

- RISE IN U.S. #CORONAVIRUS CASES TO DRIVE…","RT @JesseCohenInv: Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek In Financial Markets:

- Rise In U.S. #Coronavirus Cases To Drive…"
2020-06-22 07:53:08,JesseCohenInv,0,8423,$NKE ,"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: -
Tues: $INFO $LZB
Wed: $WGO $KBH $BB $NG
Thurs: $NKE $RAD…"
2020-06-22 07:56:10,Options,0,20906,$NKE     HTTPS://T.CO/MOFOEJM2YP HTTPS://T.CO/C9NZVH0616,"Weekly Preview: Stocks to Watch $ACN, $BB, $DRI, $NKE     https://t.co/mofoEjm2Yp https://t.co/c9nZVH0616"
2020-06-22 07:56:32,GMGRIFF_79,0,327,$NKE ,"RT @JesseCohenInv: 💥Notable #Earnings To Watch This Week (via @eWhispers)💥

Mon: -
Tues: $INFO $LZB
Wed: $WGO $KBH $BB $NG
Thurs: $NKE $RAD…"
2020-06-22 08:00:34,onepedroalonso,1,8,"$NKERT @JESSECOHENINV: HAPPY SUNDAY!

*HERE ARE MY #TOP5THINGSTOKNOWTHISWEEK IN FINANCIAL MARKETS:

- RISE IN U.S. #CORONAVIRUS CASES TO DRIVE…","RT @JesseCohenInv: Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek In Financial Markets:

- Rise In U.S. #Coronavirus Cases To Drive…"
2020-06-22 08:01:33,watchjoshtrade,0,171,$NKE ,Interesting how some of the best looking charts get PT upgrades over the weeekend $NKE $DKNG $LVGO
2020-06-22 08:05:27,htol817,0,90,"$NKERT @OWNTHECHAOS: WHICH WAY IS THE STOCK MARKET TURNING THIS WEEK EVERYONE!?! FIND OUT TONIGHT! IT'S STOCK WATCH SUNDAY! 
","RT @OwnTheChaos: Which way is the Stock Market turning this week everyone!?! Find out tonight! It's Stock Watch Sunday! 
$TSLA $NKLA $FB $W…"
2020-06-22 08:09:55,B_Ball_Stuff,0,228,$NKE,Nike Men's Hyperdunk Basketball Shoe https://t.co/M00KyniRNc #hyperdunk #basketball #shoes $NKE
2020-06-22 08:15:32,MaskedNinja76,0,265,"$NKERT @NEWMONEYFC: COVERAGE INITIATED (6/19):
","RT @newmoneyFC: Coverage Initiated (6/19):
$MLM Atlantic Ow PT $250
$VMC Atlantic Ow PT $145 

Reiterated/PT Change (6/19):
$AAPL Jefferies…"
2020-06-22 08:16:03,MarketFollows,0,1360,$NKE HTTPS://T.CO/GHTJWA5UFL ,How Will Nike Fare in Its Fourth Quarter? $NKE https://t.co/GHtjWA5Ufl $SPY
2020-06-22 08:23:14,CryptoCrewNews,0,2108,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:23:29,psk2329,1,9112,$NKE UBS ANALYST JAY SOLE RAISED THE FIRM'S PRICE TARGET ON NIKE TO ,$NKE UBS analyst Jay Sole raised the firm's price target on Nike to $122 from $114 and keeps a Buy rating on the shares heading into its Q4 results.
2020-06-22 08:27:08,sbwcws,0,149,$NKE,"B. Riley FBR downgrades Foot Locker to Neutral on elevated promotions
$FL $NKE"
2020-06-22 08:27:40,Ksd2N,0,211,$NKE ,Facebook's Advertising Boycott Is Gaining Steam @themotleyfool #stocks $FB $TMUS $DIS $BUD $VFC $DFS $MKC $NKE $PZZA $UN $TWTR $UBER $LYFT $DNTU.Y https://t.co/w6cmG7z9tq
2020-06-22 08:29:00,Gambiste1,0,6008,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:29:10,Gambiste1,1,6008,$NKE UBS ANALYST JAY SOLE RAISED THE FIRM'S PRICE TARGET ON NIKE TO ,RT @psk2329: $NKE UBS analyst Jay Sole raised the firm's price target on Nike to $122 from $114 and keeps a Buy rating on the shares headin…
2020-06-22 08:29:26,GRinvest2,1,234,$NKE UBS ANALYST JAY SOLE RAISED THE FIRM'S PRICE TARGET ON NIKE TO ,RT @psk2329: $NKE UBS analyst Jay Sole raised the firm's price target on Nike to $122 from $114 and keeps a Buy rating on the shares headin…
2020-06-22 08:29:59,GarCapital,0,4627,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:31:25,duke_pearson,0,527,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:31:40,Tickeron,0,4585,$NKE'S IN DOWNTREND: MOVING AVERAGE CONVERGENCE DIVERGENCE (MACD) HISTOGRAM JUST TURNED NEGATIVE. VIEW ODDS FOR THIS AND OTHER INDICATORS: HTTPS://T.CO/BLQ6BKJVXR #STOCKMARKET #STOCK #TECHNICALANALYSIS #MONEY #TRADING #INVESTING #DAYTRADING #NEWS #TODAY HTTPS://T.CO/WMABGA1Z0G,$NKE's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram just turned negative. View odds for this and other indicators: https://t.co/blq6BkJvxr #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/wmabGA1z0G
2020-06-22 08:35:48,IAM__Network,0,17567,$NKE ,"Facebook’s Advertising Boycott Is Gaining Steam @themotleyfool #stocks $FB $TMUS $DIS $BUD $VFC $DFS $MKC $NKE $PZZA $UN $TWTR $UBER $LYFT $DNTU.Y 

READ MORE: https://t.co/L6QAjDPXv7

#AdBuy #adsense #advertisement #advertising #ProductPlacement #Promotion #Traffic https://t.co/pc4QdmsJtA"
2020-06-22 08:37:31,johnscharts,0,68789,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:40:11,sselvinjacob100,0,507,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:42:29,realtalk_trader,0,2,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:43:21,swagafiedkicks,0,691,$NKE,RT @B_Ball_Stuff: Nike Men's Hyperdunk Basketball Shoe https://t.co/M00KyniRNc #hyperdunk #basketball #shoes $NKE
2020-06-22 08:44:40,AmericanBanking,1,7790,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $122.00 https://t.co/za9rHqV8wO #stocks
2020-06-22 08:49:44,c_labrinos,0,258,$NKE ,RT @IAM__Network: Facebook’s Advertising Boycott Is Gaining Steam @themotleyfool #stocks $FB $TMUS $DIS $BUD $VFC $DFS $MKC $NKE $PZZA $UN…
2020-06-22 08:55:14,feed_gift,0,320,$NKE ,RT @IAM__Network: Facebook’s Advertising Boycott Is Gaining Steam @themotleyfool #stocks $FB $TMUS $DIS $BUD $VFC $DFS $MKC $NKE $PZZA $UN…
2020-06-22 08:55:45,aaaamhim,0,17535,$NKE ,$BYFC #BLACKOWNED BANK about to go viral. $10+💸📈🛒 $spx $es_f #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f $BTC $CHEK https://t.co/ouQrPOpbaC
2020-06-22 08:56:01,ronald_rhd64,0,94,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 08:59:21,Rikardito_Colon,0,377,$NKERT @AAAAMHIM: ,RT @aaaamhim: $BYFC #BLACKOWNED BANK about to go viral. $10+💸📈🛒 $spx $es_f #daytrading #investing #futures $spy $nasdaq $zb_f $nq_f $cl_f $…
2020-06-22 09:00:33,_QTarantino,0,1660,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 09:02:43,MrsVipPat,1,264,$NKE UBS ANALYST JAY SOLE RAISED THE FIRM'S PRICE TARGET ON NIKE TO ,RT @psk2329: $NKE UBS analyst Jay Sole raised the firm's price target on Nike to $122 from $114 and keeps a Buy rating on the shares headin…
2020-06-22 09:04:02,pawan1234o,0,575,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 09:05:16,GdaytoYou,0,4187,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
2020-06-22 09:07:09,pkchin888,0,220,$NKE #BIGBOARD #BIGTECH ,"#9am #June22nd #PreMarket Stock futures rise to start the week, Apple and Microsoft shares gain https://t.co/Jsr55rVv44 by Fred Imbert @foimbert thanku.#EarningSeasonCNBC @Nike $NKE #BigBoard #BigTech $FAANG https://t.co/P066aG4Yh7"
2020-06-22 09:07:46,evan____f,0,10,$NKERT @PHARRIS667: ,"RT @pharris667: $AAPL PT RAISED TO $400 FROM $335 AT COWEN
$CHGG PT raised to $80.00 from $55.00 maintained Buy @ Jeffries
$LVGO KeyBanc Ma…"
