,User_name,Sentiment,User_flr,sText,Text
2020-06-15 20:03:39,c_labrinos,0,243,$NKERT @RAYMOND10MM: #RALLY DAY ,RT @raymond10mm: #rally day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AV…
2020-06-15 20:09:55,B_Ball_Stuff,0,229,$NKE,Nike Men's Hyperdunk Basketball Shoe https://t.co/M00KyniRNc #hyperdunk #basketball #shoes $NKE
2020-06-15 21:36:31,newsfilterio,0,1981,$NKE HTTPS://T.CO/SBYDH6LDEV,Nike responds to racial protests $NKE https://t.co/SbYDH6ldEv
2020-06-15 21:38:20,ChrisTooCunning,0,216,$NKE @ ,"@_haristotle Honestly could cop a pair, sell for $4k then buy 50 shares of $NKE @ $80 lmaoo"
2020-06-15 22:29:43,Gambiste1,0,5971,$NKE @ ,"RT @ChrisTooCunning: @_haristotle Honestly could cop a pair, sell for $4k then buy 50 shares of $NKE @ $80 lmaoo"
2020-06-15 22:31:46,SuperStocksToB1,0,794,$NKE  ,(5 Best Stocks To Buy - 2020-06-16 -  $NKE  $BA  $PG  $CAT  $HD) - https://t.co/4lUUpgufyP https://t.co/6kzKsJFKhX
2020-06-15 22:38:02,SuperStocksToB1,0,794,$NKE)) - HTTPS://T.CO/EHMTVTMAHK HTTPS://T.CO/MF7NSR3W0U,(5 Best Stock To Buy – 6/16/2020 - ($AXP $GS $KO $JPM $NKE)) - https://t.co/EHmtVTmAhk https://t.co/mf7nSR3w0u
2020-06-16 03:28:12,dakotafinancial,0,1555,$NKE HTTPS://T.CO/FIPFGYAJSJ,Nike Inc Forecasted to Post Q1 2021 Earnings of $0.58 Per Share $NKE https://t.co/FiPfgYaJsJ
2020-06-16 03:28:23,dispatchtribune,0,653,$NKE HTTPS://T.CO/90JUXOQL2M,Nike Inc Forecasted to Post Q1 2021 Earnings of $0.58 Per Share $NKE https://t.co/90JuXoqL2M
2020-06-16 04:01:21,Airstarter,0,92,$NKE ,"I sold some PUT options on stocks I want to add to my portfolio at friday and monday. my favorites for this week are:

$BAC $C $NKLA $MU $MRNA $UBER $NKE $INTC

I bought also some  $VXX PUT options strike 25 and $SPY CALL option strike 305

#golemtrading"
2020-06-16 04:03:22,dailypoliticaln,0,1288,$NKE HTTPS://T.CO/VW4KZKVJKD,Nike Inc Forecasted to Post Q1 2021 Earnings of $0.58 Per Share $NKE https://t.co/vw4kzKVJkD
2020-06-16 04:19:24,c_labrinos,1,243,"$NKERT @AIRSTARTER: I SOLD SOME PUT OPTIONS ON STOCKS I WANT TO ADD TO MY PORTFOLIO AT FRIDAY AND MONDAY. MY FAVORITES FOR THIS WEEK ARE:

","RT @Airstarter: I sold some PUT options on stocks I want to add to my portfolio at friday and monday. my favorites for this week are:

$BAC…"
2020-06-16 04:51:21,OlympiaReport,1,529,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $107.00 https://t.co/KN7QrVy4HA
2020-06-16 04:57:28,newsfilterio,0,1981,$NKE ,Hashtags won't cut it. Corporate America faces a higher bar in a reckoning on racial inequality $DAL $GIS $T $NKE $MCD https://t.co/gpG69Z1kBs
2020-06-16 05:31:41,Gambiste1,1,5971,"$NKERT @AIRSTARTER: I SOLD SOME PUT OPTIONS ON STOCKS I WANT TO ADD TO MY PORTFOLIO AT FRIDAY AND MONDAY. MY FAVORITES FOR THIS WEEK ARE:

","RT @Airstarter: I sold some PUT options on stocks I want to add to my portfolio at friday and monday. my favorites for this week are:

$BAC…"
2020-06-16 05:36:00,TranscriptDaily,1,646,$NKE PRICE TARGET RAISED TO ,Nike $NKE Price Target Raised to $107.00 https://t.co/KFQokCcUDi
2020-06-16 05:52:43,newsfilterio,0,1981,$NKE HTTPS://T.CO/LCOWVF0RDS,NFL makes Juneteenth an official league holiday $TWTR $SQ $NKE https://t.co/lCOwVf0rDS
2020-06-16 06:38:36,wilsonthetrader,1,163,"$NKE ALREADY UP TO MY GOAL OF 450% WITH THIS ONE, BUT WILL HOLD LONGER..SOLID COMPANY WITH GREAT MARKETING AND POTENTIALS..LETS GET IT","$NKE already up to my goal of 450% with this one, but will hold longer..solid company with great marketing and potentials..lets get it"
2020-06-16 07:18:02,shortvolumes,0,2400,$NKE 50% ,Short sale volume(not short interest) for $UAA on 2020-06-15 is 58%. https://t.co/VJuqUjExOB $NKE 50% $SKX 61% $GES 67% $PVH 55%
2020-06-16 08:41:07,SergDJB,0,1815,$NKE ,"$SQ moving as discussed here. Hope you are still riding this pig from our original swing call. Congrats to us, follow for more https://t.co/vXV1At0Gxn
https://t.co/AqEz4a31Vc

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $MA $NKE $BYND $SPCE $NKLA $MDB $V https://t.co/obnVIcQLA9"
2020-06-16 08:46:37,peaceintendedd,0,11,$NKE ,“US May retail sales surge 17.7% in the biggest monthly jump ever” $M $UAA $NKE $JWN https://t.co/9mZ4MzYcl9
2020-06-16 08:58:08,FLGatorTrader,0,5466,$NKE - IF YOU HELD.. YOU’RE ITM WITH LOTS OF TIME.. 🔥🔥🔥 HTTPS://T.CO/YHKQLGVK2A,$NKE - If you held.. You’re ITM with lots of time.. 🔥🔥🔥 https://t.co/YhKQlgVk2A
2020-06-16 09:08:01,TeckAnalytics,0,475,$NKE ,"Updated TGT for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY $SPX $DJIA $HD $GS $BA $GDX $VZ $WDC $AMD $ADSK $V $CAT $JPM $AAPL $gold https://t.co/ns7RliOsw6"
2020-06-16 09:19:20,c_labrinos,1,243,"$NKERT @TECKANALYTICS: UPDATED TGT FOR BEST BUY SIGNALS
","RT @TeckAnalytics: Updated TGT for best Buy Signals
$TSLA
$NVDA  $MU
$AMZN $MSFT
$BABA $NFLX
$ADBE #FF $AXP $IBM $CSCO $CVX $INTC $DD $DIS…"
2020-06-16 09:30:15,dailycandlestix,0,101,"$NKE 3.49%
","Stock gaps:
$MDC 4.99%
$MELI 3.68%
$MGM 6.22%
$MHK 6.07%
$MMM 3.25%
$MRVL 3.98%
$MS 4.30%
$MU 3.90%
$NIO 8.78%
$NKE 3.49%
$NOC 3.46%
$NTAP 4.04%
$ON 3.53%
$ORLY 2.71%
$PINS 4.02%
$PLNT 4.88%
$PM 2.83%
$PRVB 8.34%
$PTON -2.98%
$QCOM 4.06%
$RCL 9.32%
$RH 4.56%
$RL 5.80%"
2020-06-16 09:41:45,hyumialert,0,329,"$NKE, ","$AMAT, $AXP, $CARR, $FB, $NKE, $XLK BuyToOpen AtTheMoney to Calls_for_Swing_1 ($SL 20 %)."
2020-06-16 09:44:47,hyumialert,0,329,"$NKE, ","$ALLY, $AMZN, $BSX, $BUD, $CARR, $CFG, $COP, $CVX, $ENPH, $FITB, $GSK, $KR, $LVS, $MCD, $MET, $NEM, $NKE, $NXPI, $PG, $PM, $RDS/B, $ROKU, $TMUS, $USB, $VMC, $WDC, $WYNN BuyToOpen AtTheMoney to Calls_May_be_Swing ($SL 20%) ."
2020-06-16 09:51:15,OptionRunners,0,10881,$NKE JUNE 19TH ,I covered the $NKE June 19th $93 puts at $0.12 for +$0.33. Still holding the $95 puts now at a cost of $0.59 including the $0.33 credit from the $93 puts. https://t.co/WGj4awkct9
2020-06-16 09:51:21,Natasha35882549,0,6,"$NKE, ","$ALLY, $AMZN, $BSX, $BUD, $CARR, $CFG, $COP, $CVX, $ENPH, $FITB, $GSK, $KR, $LVS, $MCD, $MET, $NEM, $NKE, $NXPI, $PG, $PM, $RDS/B, $ROKU, $TMUS, $USB, $VMC, $WDC, $WYNN BuyToOpen AtTheMoney to Calls_May_be_Swing ($SL 20%) .
https://t.co/LXvH69ucug https://t.co/vHITVy6kUe"
2020-06-16 10:07:51,OptionRunners,0,10881,$NKE ,Sold the $NKE $95 puts at $0.21. https://t.co/NlpS7GPzVx
2020-06-16 10:12:19,SergDJB,0,1815,$NKE ,"$Wday triggering my alerts 👀
let's keep finding them pigs bf they pop, good luck https://t.co/vXV1At0Gxn
https://t.co/AqEz4a31Vc

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU https://t.co/WRjgb4QQCS"
2020-06-16 10:37:55,SergDJB,0,1815,$NKE ,"$TWLO 6 wks consolidation after great numbers. let's keep finding them pigs bf they pop, good luck https://t.co/vXV1At0Gxn
https://t.co/AqEz4a31Vc

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $SDC $MDB $ZM $ROKU https://t.co/URRvcDypVo"
2020-06-16 10:55:14,hyumialert,0,329,$NKE BUYTOOPEN ATTHEMONEY TO PUTS_BEARISH_STOCK_OF_THE_DAY (,"$ADS, $AKAM, $AMD, $APTV, $BIDU, $BNS, $BRK/B, $BUD, $CAT, $DFS, $DHI, $DOCU, $DRI, $EMR, $HCA, $HIG, $HON, $HXL, $JD, $LEN, $LNG, $MIDD, $MMM, $NKE BuyToOpen AtTheMoney to Puts_Bearish_Stock_of_the_Day ($SL 20%)."
2020-06-16 11:08:48,hyumialert,0,329,"$NKE, ","$AAPL, $APO, $BAM, $BAX, $BIDU, $BYD, $CME, $DBEF, $DDM, $EQH, $EWW, $EXC, $FEZ, $GRUB, $MCHP, $MMM, $MSFT, $NKE, $NTAP, $OLLI, $PINS, $SKX, $SVMK, $TER, $UL, $UN, $UNH, $VGK, $VWO BuyToOpen AtTheMoney to Calls_for_Swing_1 ($SL 20 %)."
2020-06-16 11:09:32,SergDJB,0,1815,$NKE ,"$625 in less than an hr ... What is Powell saying, get him TF&amp;#@* off the air dammit😂 $SPY $QQQ $FB $DIS $nflx $AAPL $AAL $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $V $MA $BYND $SPCE $GE $SDC $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP $ROKU $TWLO $MRNA $LLY $XOM https://t.co/4akFedXcJ8"
2020-06-16 11:09:40,Steve_C_Shirley,0,257,$NKE ,Rally gets faded...sold some premium call spreads in DOW stocks/ETFs on that Powell fade... $NKE $CAT $BA $JPM $GS $BIDU $AAPL $AMZN $DIA $SPY $QQQ
2020-06-16 11:33:01,trader_blitz,0,3758,"$NKE

#NIKE - BUBBLE HAS BURST!!

LONG OR SHORT IT WITH BTC ON TRADE8: HTTPS://T.CO/4FEFUEMP6S HTTPS://T.CO/FSVH7AZE46","Nike | $NKE

#Nike - Bubble has Burst!!

Long or short it with BTC on Trade8: https://t.co/4feFueMp6S https://t.co/fsVH7Aze46"
2020-06-16 11:39:15,hyumialert,0,329,"$NKE, ","$MSFT, $NKE, $NTAP, $OLLI, $ORCL, $PACW, $PAYX, $PGR, $PINS, $QCOM BuyToOpen AtTheMoney to Calls_for_Swing_1 ($SL 20 %)."
2020-06-16 11:48:28,SergDJB,0,1815,$NKE ,"Added to my $TWTR position, good luck to us. Let's keep finding the money patterns bf they pop fam', $study here some books that got my head out of my Ass https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I0
https://t.co/fJn680GtHm
$SPY $FB $SQ $NKE $BYND $SPCE https://t.co/1SsFZ5nm8a"
2020-06-16 11:55:20,deus_trader,0,480,$NKE AT ,"Optimus Maximus v2
2020-06-16 11:55 ET. Shorted/Opened:
$NKE at $99.37. 
Nike, Inc (CORP).
Win Chance: 58%. Avg Win: 9%. Avg Loss: 6.14%. Avg Hold: 2d.
Trade Id: 46021815303075924.
Stats: https://t.co/I3x2oUEr9F"
2020-06-16 11:57:46,hyumialert,0,329,"$NKE, ","$MDY, $MMM, $MSFT, $NKE, $NTAP, $OLLI, $ORCL BuyToOpen AtTheMoney to Calls_for_Swing_1 ($SL 20 %)."
2020-06-16 12:02:14,SergDJB,0,1815,$NKE ,"$WORK SL🛑 below the yellow, will start adding slow here
https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I0
https://t.co/fJn680GtHm

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $BYND $MDB  $ZM $CLX $TMUS $WORK $SNAP $ROKU https://t.co/l3IEy6f5kQ"
2020-06-16 12:02:49,GunShow_Trader,0,1051,$NKE - ,"$JCPNQ

- 2Q 2020 calls for $80 million in merchandise. 
- $NKE - $JCP Critical vendor dollars are only set at $25 million. 
1. JCP will pay $2 million of critical dollars 
2. Nike will ship $30 million in goods 
3. Nike will resolve the pre-petition claim"
2020-06-16 12:03:07,c_labrinos,0,243,$NKERT @SERGDJB: ,"RT @SergDJB: $WORK SL🛑 below the yellow, will start adding slow here
https://t.co/qodH7IlN46
https://t.co/fkQ9G5X0fB
https://t.co/DvUeqCl2I…"
2020-06-16 12:03:21,StonksUnited,0,44,$NKE - ,"RT @GunShow_Trader: $JCPNQ

- 2Q 2020 calls for $80 million in merchandise. 
- $NKE - $JCP Critical vendor dollars are only set at $25 mill…"
2020-06-16 12:03:36,mursetrades,0,134,$NKE - ,"RT @GunShow_Trader: $JCPNQ

- 2Q 2020 calls for $80 million in merchandise. 
- $NKE - $JCP Critical vendor dollars are only set at $25 mill…"
2020-06-16 12:03:47,LaFlamaBlancaQ,0,894,$NKE - ,"RT @GunShow_Trader: $JCPNQ

- 2Q 2020 calls for $80 million in merchandise. 
- $NKE - $JCP Critical vendor dollars are only set at $25 mill…"
2020-06-16 12:05:31,TranscriptDaily,0,646,$NKE GIVEN NEW ,Nike $NKE Given New $87.00 Price Target at Deutsche Bank https://t.co/kuMd0adxmS
2020-06-16 12:05:55,stocknewstimes,0,1754,$NKE GIVEN NEW ,Nike $NKE Given New $87.00 Price Target at Deutsche Bank  https://t.co/jbPUv4dzyF
2020-06-16 12:11:39,GunShow_Trader,0,1051,$NKE DEAL.,"$JCPNQ 
- Judge signed interim order for $NKE deal."
2020-06-16 12:13:31,mursetrades,0,134,$NKE DEAL.,"RT @GunShow_Trader: $JCPNQ 
- Judge signed interim order for $NKE deal."
2020-06-16 12:15:38,Philips_247,0,836,$NKE - ,"RT @GunShow_Trader: $JCPNQ

- 2Q 2020 calls for $80 million in merchandise. 
- $NKE - $JCP Critical vendor dollars are only set at $25 mill…"
2020-06-16 12:18:01,bettorwins30,0,374,$NKE DEAL.,"RT @GunShow_Trader: $JCPNQ 
- Judge signed interim order for $NKE deal."
2020-06-16 12:19:52,mursetrades,0,134,"$NKE IS A HUGE PIECE OF THE PUZZLE. SOMETIMES YOU JUST GOTTA #TRUSTYOURGUT! 

HTTPS://T.CO/H6DGR9WNNW HTTPS://T.CO/IPVTW6BYEX HTTPS://T.CO/ZTO9YW1TPD","$JCPNQ $NKE is a huge piece of the puzzle. Sometimes you just gotta #trustyourgut! 

https://t.co/h6dGR9wnNW https://t.co/Ipvtw6BYEx https://t.co/ZtO9Yw1tPd"
2020-06-16 12:21:42,GunShow_Trader,0,1051,$NKE DOESN’T THINK ,$JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a great deal to me and that $NKE doesn’t think $JCPNQ is going away any time soon.
2020-06-16 12:22:51,bettorwins30,0,374,$NKE GOODS FOR ,RT @GunShow_Trader: $JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a grea…
2020-06-16 12:25:27,hypothetical,0,346,$NKE HTTPS://T.CO/PGGG4SEFSX,Time to bet against $nke https://t.co/pGGG4sEFSX
2020-06-16 12:25:29,bettorwins30,0,374,"$NKE IS A HUGE PIECE OF THE PUZZLE. SOMETIMES YOU JUST GOTTA #TRUSTYOURGUT! 

HTTPS://T.CO/H6DGR9WNNW HTTPS://T.CO/…","RT @mursetrades: $JCPNQ $NKE is a huge piece of the puzzle. Sometimes you just gotta #trustyourgut! 

https://t.co/h6dGR9wnNW https://t.co/…"
2020-06-16 12:27:59,1WolfofWoodward,0,69,$NKE GOODS FOR ,RT @GunShow_Trader: $JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a grea…
2020-06-16 12:29:38,hfincap,1,469,"$NKE AT 30X+ ? NOT FOR ME - SUB 1% DIVVY - BETTER PLACES TO PARK CASH IMHO. REPORTS NEXT WEEK, HAS LOWERED STREET GUIDANCE - NOT WORRIED ABOUT MISSING ANYTHING HERE.","dunno, $NKE at 30x+ ? not for me - sub 1% divvy - better places to park cash imho. reports next week, has lowered street guidance - not worried about missing anything here."
2020-06-16 12:37:54,zabmoto,0,36,$NKE GOODS FOR ,RT @GunShow_Trader: $JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a grea…
2020-06-16 12:38:36,raymond10mm,0,6291,$NKE ,#up  day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f https://t.co/zz7NAPb1ap
2020-06-16 12:40:46,TraderJ95886811,0,275,$NKE.  GO TIME HTTPS://T.CO/LGBLRUZ2GW,$jcpnq coming of great court hearing and amazing deal with #nike $nke.  Go time https://t.co/lgbLruz2gw
2020-06-16 12:42:22,TraderJ95886811,1,275,$NKE SHARES ARE SHOOTING UP WITH ,$nke shares are shooting up with $jcpnq after court approval this morning.   Amazing work everyone.
2020-06-16 13:09:54,NVAGUp,0,645,$NKE.  GO TIME HTTPS://T.CO/LGBLRUZ2GW,RT @TraderJ95886811: $jcpnq coming of great court hearing and amazing deal with #nike $nke.  Go time https://t.co/lgbLruz2gw
2020-06-16 13:10:00,warnd41,1,29,$NKE SHARES ARE SHOOTING UP WITH ,RT @TraderJ95886811: $nke shares are shooting up with $jcpnq after court approval this morning.   Amazing work everyone.
2020-06-16 13:41:24,LipellaRyan,0,70,$NKE WORKING WITH THEM. COURT HEARING WAS TODAY.,@StanTradingMan https://t.co/LelPSZp1hp $JCPNQ doesn't seem like they are going anywhere anytime soon. $NKE working with them. Court hearing was today.
2020-06-16 13:42:37,NVAGUp,0,645,$NKE GOODS FOR ,RT @GunShow_Trader: $JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a grea…
2020-06-16 13:45:04,threesix3636,0,366,$NKE WORKING WITH T…,RT @LipellaRyan: @StanTradingMan https://t.co/LelPSZp1hp $JCPNQ doesn't seem like they are going anywhere anytime soon. $NKE working with t…
2020-06-16 13:47:24,SethCL,0,5951,$NKE ,$TGT $COST $UVXY $SPY $XLP $XLY $AMZN $BBY $KSS $LULU $NKE $AAPL $FNGU $SPX $QQQ $TWTR our latest long on $WMT worked nicely per our trade alert below! Subscribe today and trade with us in the trading room at https://t.co/RfhuhKho7v https://t.co/4jcjFH8n2H
2020-06-16 13:48:42,c_labrinos,0,243,$NKE ,RT @SethCL: $TGT $COST $UVXY $SPY $XLP $XLY $AMZN $BBY $KSS $LULU $NKE $AAPL $FNGU $SPX $QQQ $TWTR our latest long on $WMT worked nicely pe…
2020-06-16 13:49:13,Rebecca741776,0,227,$NKE GOODS FOR ,RT @GunShow_Trader: $JCPNQ - Market still digesting $80 million of $NKE goods for $2 million of critical vendor dollars. Sounds like a grea…
2020-06-16 13:52:48,bigjim1281,0,28,$NKE ,RT @SethCL: $TGT $COST $UVXY $SPY $XLP $XLY $AMZN $BBY $KSS $LULU $NKE $AAPL $FNGU $SPX $QQQ $TWTR our latest long on $WMT worked nicely pe…
2020-06-16 14:02:31,mursetrades,0,134,$NKE ,$JCPNQ $NKE $AMZN ALL ABOARD!!! https://t.co/OV35E2CZlq
2020-06-16 14:11:25,Tickeron,0,4533,$NKE IN DOWNTREND: STOCHASTIC INDICATOR IS SITTING IN OVERSOLD ZONE FOR 1 DAY. VIEW ODDS FOR THIS AND OTHER INDICATORS: HTTPS://T.CO/7Q6MXFW3PB #STOCKMARKET #STOCK #TECHNICALANALYSIS #MONEY #TRADING #INVESTING #DAYTRADING #NEWS #TODAY HTTPS://T.CO/GYC63CM6WO,$NKE in Downtrend: Stochastic indicator is sitting in oversold zone for 1 day. View odds for this and other indicators: https://t.co/7q6MXFW3pb #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/gyc63CM6WO
2020-06-16 14:14:46,hyumialert,0,329,"$NKE, ","$BRO, $CERN, $CMS, $FR, $FTNT, $GLPI, $GRMN, $GSK, $INTC, $MGP, $NKE, $PEAK, $RDS/A, $RIO, $RY, $STNE, $SWKS, $USB, $XOM BuyToOpen AtTheMoney to Calls_May_be_Swing ($SL 20%) ."
2020-06-16 14:18:35,SergDJB,0,1815,$NKE ,"$PTON I see you👀 trying to sneak pass us. Starter here, don't want to go crazy yet as market will dip soon IMO https://t.co/vXV1At0Gxn
https://t.co/AqEz4a31Vc

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $PTON $AMD $NVDA $SHOP $SQ $NKE $BYND $ZM $CLX $TMUS $WORK $SNAP $ROKU https://t.co/92svpKavJ8"
2020-06-16 14:19:14,c_labrinos,0,243,$NKERT @SERGDJB: ,"RT @SergDJB: $PTON I see you👀 trying to sneak pass us. Starter here, don't want to go crazy yet as market will dip soon IMO https://t.co/vX…"
2020-06-16 14:31:05,hyumialert,0,329,"$NKE, ","$APH, $BRO, $FR, $GRMN, $GSK, $HLT, $HSBC, $HUM, $INTC, $KO, $MDB, $MSFT, $NKE, $PEAK, $PLAN, $RDS/A, $REG, $REGN, $RIO, $STNE, $SWKS, $USB, V BuyToOpen AtTheMoney to Calls_May_be_Swing ($SL 20%) ."
2020-06-16 15:09:01,LipellaRyan,0,70,"$NKE HAVE
REACHED AN AGREEMENT ON TERMS THAT WILL INDUCE NIKE TO RESUME SHIPPING TO JCPENNEY."" LOOKS LIKE FINAL APPROVAL BY 6/25/20.","@StanTradingMan https://t.co/25SifneYxu Here is the Motion from $JCPNQ  ""After weeks of arm’s-length, hard-fought negotiations, the Debtors and $NKE have
reached an agreement on terms that will induce Nike to resume shipping to JCPenney."" Looks like final approval by 6/25/20."
2020-06-16 15:11:55,GarySMorrow,0,723,$NKE ,"$UAA(+5%) rebounding after last week's pullback; https://t.co/7GZGdj24S5, solid bottom still in place; https://t.co/d3KCLpRliq, setting up well, close below TWL($9)=danger, long it, #underarmour $nke $spx $lulu #twows https://t.co/Qh7ramepTs"
2020-06-16 15:23:41,wasenbr,0,35,"$NKERT @CHARLIEBILELLO: PRICE TO SALES RATIOS...
LULU ","RT @charliebilello: Price to Sales Ratios...
Lulu $LULU: 10x
Netflix $NFLX: 9x
Facebook $FB: 8.8x
Google $GOOGL: 6x
Apple $AAPL: 5.6x
Amazo…"
2020-06-16 15:36:00,tradeui,0,499,$NKE ,"$INTC Intel Option Alert: Jan, 2022 $40 Puts at the Bid: 1800 @ $3.05 vs 3537 OI; Earnings 7/23 After Close [est] Ref=$60.17 [6/16/2020, 10:27:19 AM] [+$500k Sweeps Above Midpoint] Other Sweeps on: $ATVI $YETI $BYD $ENBL $KSS $WFC $SBUX $AMD $HTHT $NKE $SKX $WYND"
2020-06-16 15:47:12,GunShow_Trader,0,1051,$NKE HAS CONFIDENCE IN ,@Glenncarguy3 @stoolpresidente $80 Million Nike News. That’s HUGE if you ask me. It means $NKE has confidence in $JCPNQ.
2020-06-16 15:48:22,Gambiste1,0,5971,$NKERT @TRADEUI: ,"RT @tradeui: $INTC Intel Option Alert: Jan, 2022 $40 Puts at the Bid: 1800 @ $3.05 vs 3537 OI; Earnings 7/23 After Close [est] Ref=$60.17 […"
2020-06-16 15:57:45,TFNN,0,73836,$NKE ,"David White hosts the Power Trading Hour for Tuesday on @TFNN and discussed $AAPL $BA $NFLX $MU $ORCL $NKE $IBM and more! #Learntotrade #StockMarketNews #Financialeducation #PathofLeastResistance #TechnologyInsider #TuesdayThoughts
https://t.co/3OWG6PKYjH https://t.co/2xPwQwV7cb"
2020-06-16 16:32:26,EMizraji,0,127,$NKE WORKING WITH T…,RT @LipellaRyan: @StanTradingMan https://t.co/LelPSZp1hp $JCPNQ doesn't seem like they are going anywhere anytime soon. $NKE working with t…
2020-06-16 16:54:20,SergDJB,0,1815,$NKE ,"$ROKU let's keep finding them pigs bf they run.. Don't mtfk** CHASEEEE after. Congrats  https://t.co/vXV1At0Gxn
https://t.co/AqEz4a31Vc

$SPY $QQQ $FB $DIS $nflx $AAPL $TSLA $TWTR $MU $BSX $PTON $MRK $AMD $NVDA $SHOP $SQ $NKE $LLY $AVLR $MDB $EHTH $ZM $CLX $TMUS $GILD $WORK $SNAP https://t.co/3nH76RjPt1"
2020-06-16 17:14:55,ElliottForecast,0,21799,"$NKE TO REMAIN SUPPORTED IN DIPS OF 3,7 OR 11 SWINGS. #ELLIOTTWAVE #TRADING","$NKE 4H view, as long as the 60.14 March low holds, we favour $NKE to remain supported in dips of 3,7 or 11 swings. #Elliottwave #Trading"
2020-06-16 17:37:54,mursetrades,0,134,$NKE ,"$JCPNQ 2nd on Most read boards: #1 WE'RE COMING FOR YOU!!!
$NKE $AMZN

https://t.co/9g5zRmh79p https://t.co/VXx8HyIACi"
2020-06-16 17:52:02,raymond10mm,0,6291,$NKE ,#rally day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f https://t.co/vaTCm9M6Sr
2020-06-16 17:58:09,RegentGoldGroup,0,909,$NKERT @TRADEUI: ,"RT @tradeui: $INTC Intel Option Alert: Jan, 2022 $40 Puts at the Bid: 1800 @ $3.05 vs 3537 OI; Earnings 7/23 After Close [est] Ref=$60.17 […"
2020-06-16 18:02:06,Glenncarguy3,0,732,$NKE NEWS THIS AFTERNOON WITH THEM? 🌋🌋🌋🤑🤑🤑💰💰💰 THIS STOCK IS A DIAMOND IN THE MAKING!!!,@stoolpresidente Damn $NCLH is having your lunch! I see buy opportunity in the $16 range. In the meantime you should be playing $JCPNQ. Did you see the #nike $NKE news this afternoon with them? 🌋🌋🌋🤑🤑🤑💰💰💰 this stock is a diamond in the making!!!
2020-06-16 18:02:07,mursetrades,0,134,$NKE ,"$JCPNQ I can't wait until it $HTZ sooo good...""THAT'S A HERTZ, THAT'S A HERTZ!!!"" $NKE $AMZN 🚀#welikepain #gforces🌕 https://t.co/XJXA2PFDzg https://t.co/29c0xrVZGu https://t.co/QZyD8kAU21"
2020-06-16 18:05:53,MistuhBailey,0,543,$NKERT @RAYMOND10MM: #RALLY DAY ,RT @raymond10mm: #rally day $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm $googl $AV…
2020-06-16 18:34:09,InsidrFinancial,0,4821,$NKE ,"$WYNN $MGM $OXY $BP $MAR $DIS $NKE $SBUX $BA $CLL

#stocks #stockstobuy #stockstowatch #wynn #mgm #starbucks #carnival #nike #marriott #disney #dis

https://t.co/8CWyNyaDSm"
