,EST,User_name,Text,Sentiment,Created,User_flr
2020-05-13 20:33:36,2020-05-13 20:33:36-04:00,_ms_izzy,"$WMT and consumers held up well today despite $SPY $SPX, up until the close - WMT bounced hard off the 5ma support early morning and broke above yesterdays highs @ 126, retesting 20ma. couldn't hold gains into close but held 5/10ma. outlook... 1/2 https://t.co/t98p3zD93y https://t.co/YyfWwnyaa2",1,2020-05-14 00:33:36,11605
2020-05-13 20:33:55,2020-05-13 20:33:55-04:00,moon_shine15,@cesagucheco @MoonshineTrades $WMT monthly timeframe most relevant - so far clean breakout of $120 multi month resistance. ER next week possible rally into/after. If big selling in market - rising 5/10monthMA support $115-$118s. Overall good look. https://t.co/CBhjpk7ttQ,1,2020-05-14 00:33:55,9087
2020-05-13 20:43:21,2020-05-13 20:43:21-04:00,ShaneO_Brien,"RT @_ms_izzy: $WMT and consumers held up well today despite $SPY $SPX, up until the close - WMT bounced hard off the 5ma support early morn…",1,2020-05-14 00:43:21,755
2020-05-14 07:54:29,2020-05-14 07:54:29-04:00,Investidea1,"$SNE Sony PlayStation surpassed $AMZN Amazon $AAPL $GOOG YouTube as the most loved Brand! The Most Loved Brands, by Generation https://t.co/ioFYrDxSse $TGT $DIS $F $FCAU $NTDOY $MSFT $AAPL $TSLA $DMLRY $WMT $ARGGY  https://t.co/Cs9ZUh4r5J",1,2020-05-14 11:54:29,192
2020-05-14 08:39:34,2020-05-14 08:39:34-04:00,pbay08,Good Morning. Stocks Im watching today. $tsla $amzn $nvda $roku $wmt. I just want some nice set ups for Lotto Friday. $es $es_f is there for a pull up move. 2hr chart. $spy $spx https://t.co/8wcWj3QAxs,1,2020-05-14 12:39:34,2289
2020-05-14 10:11:03,2020-05-14 10:11:03-04:00,_ms_izzy,$WMT super strong @ open and now faded all the way back to its 5ma - needs a hard bounce here or play is over. https://t.co/aOSlDUgclA,1,2020-05-14 14:11:03,11605
2020-05-14 10:13:25,2020-05-14 10:13:25-04:00,TheJoyfulTrader,"From a technical standpoint, $WMT is setting up to reach all time highs again. Look for a buy above $126 if the name gives us the opportunity to buy. 

With earnings coming up next week, I will be hands off until then. I don't play earnings unless I am up 20% or more. https://t.co/cUvwLXH1fx",1,2020-05-14 14:13:25,453
2020-05-14 11:12:09,2020-05-14 11:12:09-04:00,iTradeGeek,$WMT Great buy here. RSI oversold on the daily with price testing the 618 fib level. I think Walmart has pulled back nicely and sits at a strong buy point for a swing to target 125+.,1,2020-05-14 15:12:09,140
2020-05-14 11:27:49,2020-05-14 11:27:49-04:00,LadyK256,"Enjoy $10 off your first order from Walmart Grocery.
https://t.co/l2NogS9VSh",1,2020-05-14 15:27:49,680
2020-05-14 11:35:42,2020-05-14 11:35:42-04:00,AaronSkloff,"Still a win for Amazon
Make no mistake: the shift to e-commerce shopping will still benefit Amazon.

#AMZN #SHOP #WMT #EBAY #TGT #OSTK #TTD #ROKU #W https://t.co/0XfU78o44M",1,2020-05-14 15:35:42,1370
2020-05-14 12:25:33,2020-05-14 12:25:33-04:00,donfug8,"Current holdings: $feac, $apt, $amzn, $low, $gild, $wmt, $chef, $sq, $work, $eri
CHEF: no volume. Good buy. It'll come around
WMT: relying on upcoming ER for a bounce 
LOW: same as WMT but more likely to pop soon
AMZN: have 10 of these just because
GILD: pain in my ass",1,2020-05-14 16:25:33,386
2020-05-14 12:30:24,2020-05-14 12:30:24-04:00,LaurieInMadison,"@payalsmith Good to hear from you, Payal. I'm fine; you? Sarge definitely a man of honor. Would still prefer WMT shares below $100, but watching all a.m., considering the potential trade here into earnings. Nice about the Rajastani rug, is it yours now? 'Great Value' :) I shop Walmart often.",1,2020-05-14 16:30:24,718
2020-05-14 13:25:08,2020-05-14 13:25:08-04:00,OptionAlarm,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/x0EVSAu4Lt? Winning Option Swing Trades Since 2006  $WYNN $WMT $AMD $INTC",1,2020-05-14 17:25:08,2945
2020-05-14 13:31:41,2020-05-14 13:31:41-04:00,AmWealthProject,"@PandaBossAnna Here are a few that payout in June: $AFL $ADM $BDX $CVX $DOV $ED $EMR $GWW $JNJ $MCD $MMM $PPG $SHW $SPGI $SWK $TGT $TROW $VFC $WBA $XOM $PEP $WMT.  Source: https://t.co/jGtDopT5K2 

No affiliation - just a happy #dividend investor!",1,2020-05-14 17:31:41,1910
2020-05-14 13:37:36,2020-05-14 13:37:36-04:00,payalsmith,"@LaurieInMadison I like WMT better than Amazon just saw earnings on 19th
Removing my prices thanks
I like TGT KR and WMT
My husband says if everyone shops and trades like me economy will not go up
I beg to differ😁",1,2020-05-14 17:37:36,387
2020-05-14 13:50:38,2020-05-14 13:50:38-04:00,sharknado523,"@StevAndyWrites @michaelbatnick @jtLOL Good point, as @ritholtz said in a recent video people will look elsewhere and have. I have done the same for items I'm not willing to substitute. Household goods I typically buy on https://t.co/veQfMRbOU8 or $WMT/$TGT as I've found Amazon is mostly people buying and marking up.",1,2020-05-14 17:50:38,103
2020-05-14 17:25:06,2020-05-14 17:25:06-04:00,OptionAlarm,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/XjQdeFKtJT? Winning Option Swing Trades Since 2006  $AMZN $AAPL $WMT $NFLX",1,2020-05-14 21:25:06,2945
2020-05-14 18:16:11,2020-05-14 18:16:11-04:00,ValleyPSoja,"Enjoy $10.00 off your first order from Walmart Grocery.
https://t.co/eIk0mdnzgE",1,2020-05-14 22:16:11,133
