,ID,Created,User_id,User_name,User_flr,Text
0,1308385838968057856,2020-09-22 08:41:07,249768777,fxmacro,50110,how we lost the trade war... https://t.co/mVTBuo0BAP
1,1308385724593573888,2020-09-22 08:40:40,249768777,fxmacro,50110,MEADOWS ON STIMULUS: LOOKING AT DOING PIECEMEAL RELIEF
2,1308385473446936579,2020-09-22 08:39:40,249768777,fxmacro,50110,BIDEN ADVISER BLINKEN SAYS BIDEN WOULD USE TARIFFS IN AGGRESSIVELY ENFORCING U.S. TRADE LAWS IF ELECTED
3,1308384811946512385,2020-09-22 08:37:02,249768777,fxmacro,50110,"SENIOR BIDEN ADVISER BLINKEN SAYS U.S.-CHINA PHASE 1 TRADE DEAL HAS BEEN ""A DEBACLE"", DOESN'T ADDRESS SYSTEMIC ISSUES... true"
180,1308389302246744065,2020-09-22 08:54:53,19399038,ForexLive,242625,@space_menagerie Good point
181,1308387482132713484,2020-09-22 08:47:39,19399038,ForexLive,242625,Biden trade adviser says he would use tariffs if elected https://t.co/Fmr8jJdApo https://t.co/XV20dsVY3t
182,1308386708774432769,2020-09-22 08:44:34,19399038,ForexLive,242625,The USDJPY tries to stay below the 100 hour MA https://t.co/jpB2r9ha7w
183,1308383672865828865,2020-09-22 08:32:30,19399038,ForexLive,242625,Philly Fed September non-manufacturing index +8.0 vs +1.6 prior https://t.co/EuI83b4ULn
184,1308380836190973952,2020-09-22 08:21:14,19399038,ForexLive,242625,Uneasy calm greets New York trading ahead of manufacturing and housing data https://t.co/jCD6k4a5E0 https://t.co/xwWQl5W5X8
185,1308380159603597312,2020-09-22 08:18:33,19399038,ForexLive,242625,The JPY is the strongest and the EUR is the weakest as NA traders enter for the day https://t.co/d5wpAxUb9a
186,1308378658642579458,2020-09-22 08:12:35,19399038,ForexLive,242625,"Six months into a housing boom, these guys finally get the message. https://t.co/u2zX1FQ0A1"
240,1308387899952553984,2020-09-22 08:49:18,23922797,SCMPNews,782167,Beijing woos global bond investors by making it easier to get money in and out of China https://t.co/qhuyM9ubrQ
241,1308385323345416192,2020-09-22 08:39:04,23922797,SCMPNews,782167,China enhances smart health care with first national medical image database https://t.co/LcLR4uDqno
