User_name,Freq,Score,Flr
goldingkentucky,2,330,165
diana_militaru,2,26,13
AlexSanz,2,7552,3776
fantasticmusic,2,7558,3779
Fredric_Ward,2,7572,3786
Bishopsring,2,622,311
kawaii433,2,7576,3788
mattksanders,2,1832,916
BillUU55,2,622,311
beenapatel,2,1496,748
realmumma2,2,626,313
bellasusannah09,2,622,311
chacotocub3,2,330,165
dejaygold,2,26,13
motorsport_ab,2,168,84
MetroDonMartin,2,7594,3797
Babe3440,2,330,165
GThomson431,2,120,60
ChristineEasda1,2,7596,3798
sw18780774,2,7542,3771
RichardMarster3,2,26,13
exnalstew,2,7530,3765
CelticTee,2,1276,638
chestylarue1976,2,1272,636
DianaEverington,2,7456,3728
Purplegarter1,2,7458,3729
CoolBalla15,2,328,164
blue_activist,2,7474,3737
islandgirl_024,2,7478,3739
arlingtonmagov,2,7480,3740
AussieLaussie,2,7480,3740
PatriciaSomer11,2,328,164
Evelyn74415780,2,328,164
HamsonNed,2,26,13
Corki_Shabella,2,328,164
chase12111,2,26,13
MinnesotaMaryS,2,7506,3753
dpenk181,2,1838,919
Alani_X,2,1482,741
bettina_CLB,2,1274,637
LNP_Spine_Neuro,2,1248,624
hplem,2,6540,3270
Melissa80242666,2,650,325
jevens,2,5834,2917
WandaBrendleMos,2,5814,2907
rockuntildawn,2,676,338
stemple_jim,2,676,338
MaggioMatt,2,1526,763
jane__eden,2,1924,962
FSUNOLES1,2,5822,2911
donaldpenman2,2,5828,2914
jillbed,2,676,338
schotdoktor,2,5836,2918
ritaloooc69,2,5804,2902
abdul_lame,2,676,338
DJDiG,2,5852,2926
Mana82630404,2,34,17
HippyJoe0707,2,1922,961
suepermom1366,2,112,56
jake_edgecomb,2,34,17
OliverWalls9,2,34,17
Cpass12David,2,5882,2941
BryanLeo1954,2,120,60
D929_5051F,2,166,83
MelodyFritchley,2,1938,969
kisabelle61,2,1294,647
Lolly9849,2,302,151
CherylB12988389,2,176,88
histfamilles,2,5744,2872
jeezecat,2,302,151
Elentari98,2,680,340
S_Maggie_Nic,2,1458,729
tobianderson98,2,176,88
mssnytweet,2,5764,2882
70Formula,2,5776,2888
MiddletnCTPatch,2,5792,2896
mspamdavis,2,1932,966
PatriotLov,2,5778,2889
MariaCabadas,2,5782,2891
eb11000,2,1224,612
CharlottesMimi1,2,176,88
SandlinMichele,2,304,152
MsftDave,2,166,83
frigganfrankie,2,304,152
dschwartz001,2,112,56
SandyRockyRoad,2,674,337
quant_data,2,5892,2946
RedPythia,2,308,154
twindell9,2,34,17
MargLloyd,2,5996,2998
Nitpicker15,2,308,154
sharetaffy,2,308,154
cooluser51,2,6010,3005
jhin58794874,2,308,154
JAConno,2,670,335
lizziecornish1,2,1230,615
GYMObrad,2,6018,3009
UrlNat,2,112,56
janissf,2,670,335
JeffHorseman,2,6020,3010
forcebewithflem,2,120,60
McnairMira,2,1914,957
AradiaWilder,2,1460,730
ProudGrannyCdn,2,6030,3015
HillaryPolitics,2,1232,616
lilsliceofcraze,2,6030,3015
PeacePleb,2,5978,2989
IndigenousCOVID,2,112,56
Cortlynn_Stark,2,5974,2987
blanchelebois,2,34,17
hedleyrees,2,5896,2948
Shmarya,2,5898,2949
Chema182Chema,2,306,153
wanderngthebchs,2,674,337
beachgalpa,2,34,17
KMiller45046553,2,120,60
logical_old_man,2,306,153
IamSkinnyDipp,2,1918,959
PYellowrose68,2,34,17
freeWorld2,2,5918,2959
Tesh22466322,2,34,17
aliciaault,2,5930,2965
DonWilliamson3,2,5936,2968
Chem_Consult,2,672,336
Joyyyyc3eeee,2,5962,2981
loverofliberals,2,672,336
RevRog56,2,1294,647
KPersists2017,2,302,151
frandiwa,2,1458,729
JMCBNC,2,316,158
sdsandman66,2,5598,2799
Thesciencevort1,2,5566,2783
AwakenWholeness,2,5566,2783
GailSouthern3,2,5574,2787
tsartbot,2,688,344
Davidson_Patch,2,140,70
beatthesystem1,2,5584,2792
Eric_Holdeman,2,5590,2795
PDXTrafficCone,2,1218,609
spokanetransit,2,5598,2799
GuiltFreeTips,2,5558,2779
vanessafrank3,2,1944,972
cayteya,2,300,150
casullivan61,2,686,343
TweetLDToo,2,5610,2805
JudeVickers,2,1218,609
ESBCEnvHealth,2,686,343
im2expensive,2,1942,971
Chimos5CAD,2,4110,2055
CharleneMGiles,2,36,18
sm_helsing,2,110,55
andrew_vargha,2,682,341
48Sezza,2,1536,768
hanOlie,2,5458,2729
swrr88,2,1216,608
jennife06082338,2,5462,2731
scottm1967,2,110,55
AJDaulby,2,110,55
HelloWilmslow,2,5476,2738
richardwilson68,2,1536,768
alexfoti,2,5478,2739
TBuchyn,2,298,149
djd197201,2,110,55
ShoppingDiva812,2,5489,2744.5
Zoogai,2,690,345
ghopper64,2,5496,2748
ATexanDemocrat,2,1296,648
ms_msmarshas,2,5542,2771
sharonmwinner,2,5544,2772
fakoriginal,2,688,344
Mr_Gash254,2,5556,2778
DeinosPro,2,300,150
FerranOnSports,2,300,150
JeffNisewanger,2,166,83
isherD,2,302,151
michaelscally,2,1528,764
FxMedChiro,2,1940,970
MOxlonge,2,5698,2849
KAYDM49,2,5698,2849
Haikuwoman,2,5700,2850
krisgimages,2,5708,2854
eoghanymurphy,2,5712,2856
DebandezScott,2,5716,2858
boggsMAB,2,682,341
blessedbradys,2,1534,767
lindy8503,2,176,88
justthinking03,2,5726,2863
Jhand8Jo,2,166,83
sallyagale,2,1940,970
bnbuniverse,2,302,151
2Sandie1,2,682,341
realulisesw,2,1794,897
sharonxmartin,2,5734,2867
andrewryanink,2,36,18
cutthroatmutt,2,36,18
IgorZepol,2,36,18
shaque9000,2,684,342
bpavoncello1,2,1454,727
UdayRNair,2,300,150
momgladewater,2,5640,2820
will_evans_uk,2,300,150
HitchNNorth,2,300,150
davros6999,2,1534,767
SusanlLawson,2,5660,2830
FightHitlerjr,2,5660,2830
rulasramir,2,300,150
bktandem,2,1456,728
sheriffenforcer,2,1456,728
Scott1984FP,2,5666,2833
Wetwinter1,2,1530,765
fhoang,2,166,83
toi_pualaa,2,300,150
OurSacredGrove,2,5676,2838
tonisnidow,2,5678,2839
SeasonalAus,2,1912,956
MaryAliceBisho2,2,6032,3016
BillGraveland,2,6034,3017
KinsellMargaret,2,1244,622
melville72,2,6312,3156
mrossano6970,2,6314,3157
RachelVanD,2,6316,3158
figmentfever,2,1894,947
BellaWho,2,1510,755
pennyone,2,6332,3166
Bryyyan_,2,656,328
MaximilianVict4,2,656,328
argyris,2,6342,3171
ErraticleeM,2,120,60
selkesmooth_,2,114,57
2colourin,2,656,328
GIFfyLoop,2,656,328
mrcessna,2,1244,622
alisonsandy,2,6350,3175
sunnyslopegirl1,2,656,328
KitGonzo,2,6358,3179
amyzoeknapp,2,314,157
FOXProvidence,2,6302,3151
MrConnieS,2,6300,3150
MRSmithAP,2,6034,3017
billybands,2,1470,735
Rick_Sobey,2,6260,3130
asgharlab,2,6260,3130
PinkSheepNews,2,1238,619
BreakandEnterTV,2,6260,3130
boback,2,6264,3132
carol_hulme,2,6266,3133
digedda,2,32,16
SisterhoodTribe,2,1512,756
asterixaverni,2,658,329
unlvgrad03,2,174,87
TheRealSkyeGray,2,658,329
JamesStarvoice,2,312,156
PaigeCuccaro,2,6288,3144
DechenLinda,2,312,156
genghisgalahad2,2,6290,3145
UNSNUK,2,1470,735
TheMarco,2,6296,3148
blueplanetwatch,2,658,329
DianeOl64825469,2,1244,622
Robderbs,2,1472,736
tongueofdoom,2,114,57
ShereseAlicia,2,30,15
brettvito,2,6468,3234
pinky_or_brain,2,1880,940
GrantSmith16,2,316,158
DameEmpress,2,6480,3240
YannPiatDossier,2,652,326
RJonTourUK,2,6482,3241
cedge_mbe,2,316,158
OneNebulaHealth,2,30,15
MsMountebank,2,1880,940
BSUPimp,2,6386,3193
seller11,2,316,158
Carter19521,2,650,325
Rinohead,2,114,57
DummieyBlondiey,2,6524,3262
AnnFinkbeiner,2,6524,3262
sshin6591,2,6524,3262
almondravyn,2,1506,753
FionaKi40696316,2,30,15
VCSTX,2,1880,940
chrissie_mc84,2,1248,624
betseybess,2,6440,3220
AceHoffman,2,6438,3219
Hitecsoftouch,2,1887,943.5
aldorusso,2,1510,755
TaiiCharinthorn,2,172,86
CllrPhilKing,2,1882,941
mahmood_saberi,2,1882,941
BeHappyandCivil,2,6394,3197
neric16,2,1508,754
lace_steel,2,654,327
smartchickwclas,2,6410,3205
legodonaldtrump,2,1246,623
Jackie40852704,2,654,327
minniecactustt,2,1882,941
MyTransit_TO,2,166,83
TulliusCicero43,2,1246,623
LaNovellaSerena,2,654,327
Kevin73035779,2,6422,3211
ckoffshitler,2,6426,3213
dmn_colleges,2,6254,3127
MerileeParis,2,6250,3125
mark__b1,2,32,16
FiftyFiftyGirl,2,6126,3063
DeborahHealy_,2,6112,3056
marisaataylor,2,6118,3059
TurkerNational,2,6118,3059
rockymntnpols,2,1798,899
aprivateguy,2,6120,3060
WaterTechAll_SD,2,1232,616
TheBlueDjin,2,6122,3061
BLAENAUFFESTNOW,2,6122,3061
PSuiteNetwork,2,6126,3063
houndsandflowe1,2,310,155
NjbBari3,2,1520,760
ShaunMa2011,2,6127,3063.5
beldina56,2,310,155
GreenMonsterah,2,6129,3064.5
GaribaldoTrouch,2,310,155
PatriotAM1150,2,1462,731
BeverlyFasig,2,1518,759
NYchamps27,2,6144,3072
Mr_McCrackelz,2,112,56
Kab_Junior,2,1522,761
echopress,2,6104,3052
annafbeswick,2,6100,3050
GSBradley1,2,174,87
3teeas,2,6036,3018
leeannleshko,2,174,87
CullipherGaye,2,142,71
IanRevd,2,668,334
silvrib,2,1912,956
cernusson,2,6052,3026
cosasdemanana,2,1912,956
rubytwill,2,668,334
zman2011_llc,2,142,71
TheRealLilXza,2,1294,647
Lin_intheUK,2,666,333
WetBehindDaEars,2,174,87
tommarshall,2,666,333
M_Van_Something,2,6094,3047
liz_allder,2,666,333
ElmbridgeLibDem,2,1798,899
AdakCharley,2,310,155
brad_stuver,2,6152,3076
247_news,2,312,156
cheevalie,2,142,71
nikkiraqs,2,312,156
Dr_R_D,2,1798,899
csljohnkirby,2,6214,3107
Helaine6,2,6214,3107
HisStankness,2,6220,3110
QuietStormStar,2,6222,3111
MauiMountainMom,2,142,71
SusanCarver19,2,6226,3113
McMarkkanen,2,660,330
phlip_it,2,310,155
FiestyKiwi,2,660,330
PJS193,2,312,156
WasungL,2,32,16
DanaScully2,2,6246,3123
Peradventur3,2,6248,3124
dclovesgp,2,1236,618
msbston,2,174,87
DemocracyForAl8,2,174,87
cookiebucky1,2,6200,3100
Kiwikatz1,2,1904,952
JimBulger3,2,120,60
1kilroywashere,2,6188,3094
jo_williams5,2,6158,3079
Sal_Piece,2,310,155
Mandi_Riseman,2,6166,3083
HarryRead4,2,310,155
verticalrepeat,2,6170,3085
Hubertlaneite,2,310,155
GoGoGoing,2,6172,3086
morganwatkins26,2,6174,3087
GayleThomson13,2,6178,3089
cocohound57,2,32,16
Jatin19k,2,148,74
IsraelRoseMarr2,2,32,16
mariuszarnescu,2,1234,617
DoomScrollastic,2,32,16
SistersOfAnne,2,174,87
michal_dimitrov,2,6186,3093
CABird6,2,6186,3093
TihTri,2,4112,2056
h8rboi,2,88,44
gothere00,2,1164,582
runnerofthewild,2,2854,1427
CrazyBigBoy1,2,2844,1422
ChristyLynn419,2,946,473
cjmu,2,946,473
__AKGirl_1969,2,224,112
Bella_40,2,74,37
WVGormetEntInc,2,198,99
loubelle17,2,74,37
ssWulstanEdmund,2,198,99
BrudderClyde,2,2854,1427
lorrainegc3,2,2844,1422
burgett_kerri,2,74,37
poeteguerisseur,2,944,472
electronics_360,2,2858,1429
justlurking4now,2,224,112
fred4reform,2,1372,686
Debbiekean2,2,130,65
Yollie03703715,2,74,37
Caroleshoulder1,2,2862,1431
uc,2,946,473
JigsawLearning,2,946,473
VinceBall7,2,130,65
airtime145,2,2826,1413
WhiteLyonFilms,2,2818,1409
DonWurkin,2,1660,830
Ref_Thoughts,2,162,81
clairecount,2,2318,1159
Lynna1chesha,2,2824,1412
emariemacg,2,2826,1413
ash_in_motion,2,162,81
adewilliamsnhs,2,2826,1413
amjsutherland,2,2828,1414
realjofizzy,2,224,112
4ourdogs,2,2829,1414.5
RiverTown_News,2,2318,1159
pbrown9999,2,198,99
pa_pta,2,2836,1418
nightsiren,2,2838,1419
PascoeMarice,2,2838,1419
QRancio,2,224,112
yborgirl50,2,2842,1421
Citywide45,2,942,471
JaneSepmeier,2,2864,1432
Farsendor,2,2866,1433
MaryELosch,2,934,467
BLobitz,2,938,469
DVanHook822,2,2890,1445
Si1verSurfer,2,936,468
yanira_hdez,2,2896,1448
suzynaturegirl1,2,226,113
EvaSiu21,2,2306,1153
DocSky2,2,226,113
nlviera,2,130,65
jparsonLinda,2,934,467
Oldbutthappy,2,942,471
eliza_shines,2,2912,1456
IAMDANJEGSON,2,932,466
Dr_TimIoannides,2,932,466
sassygal09,2,2914,1457
AceNewsServices,2,1722,861
LFCSH2,2,130,65
enfermeroenfada,2,2914,1457
CatRapscallion,2,72,36
DrVickyRandall,2,2308,1154
ftvictoriafern,2,938,469
har36161137,2,198,99
capricornicat,2,938,469
ocanannain,2,2866,1433
irinafowzry,2,2870,1435
joshual1980,2,940,470
Infinite_Ennui,2,2312,1156
DonnaJHamilton,2,1374,687
Lucydesicindy,2,130,65
IL_NUMERO_UNO,2,2876,1438
ElaineAPrice1,2,162,81
Adita1212,2,130,65
jcotera1106,2,2310,1155
MarisciaFox,2,1652,826
redcard92248680,2,74,37
Pam_NewLife,2,938,469
harrylee773,2,1650,825
Tambourineman88,2,226,113
sjboxoffice,2,74,37
themanwiththe16,2,226,113
Turandot2016,2,2818,1409
AMAPCEO_member,2,2816,1408
LLRX,2,2816,1408
SamantaWildlife,2,2748,1374
ohemaadufiegh,2,2742,1371
FatherJack11,2,158,79
ladyjan67,2,2742,1371
MargieSherlock,2,2334,1167
Tuxmew,2,970,485
February1316,2,1076,538
cacaskata,2,1336,668
scotteblog,2,1076,538
lilmzzr,2,220,110
jewellepperson,2,964,482
KPMcClave,2,2754,1377
lupirl,2,220,110
KarenJacoby9,2,2756,1378
Heather941001,2,1718,859
LisaLiebmanNYC,2,2758,1379
Madtaz64,2,964,482
kiwirip,2,2762,1381
DaSportzBoi,2,2762,1381
WeibelNick,2,1718,859
zippy90585963,2,90,45
Bamarooski,2,2738,1369
mc_fighty,2,90,45
suebushell,2,78,39
MichaelLepay,2,2714,1357
Stefani65818446,2,78,39
emsi_rob,2,976,488
jay_james84,2,976,488
UnidaFerren,2,218,109
irishbee3,2,78,39
RN_JW733,2,974,487
dakleef74,2,218,109
cyp_wellbeing,2,974,487
bphocker1,2,78,39
AuntMingy,2,1074,537
Muneeb_AC,2,972,486
BobPrester,2,78,39
christie_tamera,2,78,39
ARoeves,2,2734,1367
Morganmorgan21,2,200,100
aksru,2,2762,1381
DonaldJudge,2,2764,1382
JeffGazzard,2,2812,1406
robmcuk,2,1080,540
KnittingMumWood,2,1368,684
niagoddess1,2,158,79
NanaT1973,2,76,38
TonyNicol3,2,1662,831
exhaustedStacey,2,2794,1397
GingerJoSpice,2,2794,1397
elise4ever,2,956,478
JohnGee55117754,2,222,111
iceup,2,956,478
Oksana_dok,2,2328,1164
BTLRadioNews,2,2800,1400
Harborough,2,76,38
QuoticIndepend1,2,2802,1401
ethelik,2,956,478
JulieHutto2,2,1660,830
jjmplsmn,2,2318,1159
Fiery_Archer,2,954,477
SusanBe36094276,2,2812,1406
Stonehenge68,2,2322,1161
stateconomist,2,1368,684
karubas,2,1078,539
nelle_hendrix,2,2788,1394
SueNieland,2,2328,1164
democracydemon1,2,1670,835
Navydan4,2,962,481
Asuka_SGP2,2,2768,1384
GowanusPatch,2,158,79
princeherman,2,2770,1385
JenniferSo129,2,1078,539
TaraZarry,2,2774,1387
BruerMorris,2,1364,682
robertfj48,2,1078,539
RJonesing,2,2776,1388
Wrench_Turner74,2,958,479
BaysidePatch,2,1364,682
rtinkham,2,2784,1392
hanoiXan,2,2784,1392
sbcarter,2,2788,1394
KOOLFOOLTATTOO,2,1668,834
KellyJoPhxAZ,2,72,36
itsssV,2,2922,1461
stoontransit,2,4108,2054
J_Krska,2,232,116
AgentFuzz21,2,162,81
hbbtruth,2,2280,1140
soleil82639,2,2280,1140
to_suesmall,2,1094,547
CHCahill,2,3028,1514
JonoftheLibrary,2,196,98
valwonders,2,232,116
Politics_NYY,2,910,455
mffeetza,2,2278,1139
siavosh33,2,2282,1141
liv_mcmahon,2,1636,818
thatsmoreamoore,2,232,116
SweetCookiesme,2,908,454
LampmanJames,2,156,78
celebritykdawg5,2,232,116
toffanin,2,3042,1521
evelyn5612,2,3044,1522
Nicole60950975,2,1634,817
Tess1957,2,3024,1512
jmberendt,2,156,78
TheDreEra,2,1376,688
Jota_J10,2,2286,1143
A3ZOwMV4U6iFeOi,2,916,458
PhyllisBaker89,2,70,35
AeonMouse,2,124,62
Sincerely_Ciara,2,914,457
silviaindump,2,2288,1144
sherri26240524,2,70,35
usa3000rustic,2,2286,1143
TaraJohnson62,2,70,35
Domhnall_G,2,914,457
NoelleHoover22,2,3020,1510
SGM63,2,3016,1508
dms1485,2,1638,819
ChefMarla,2,162,81
Neuro24de,2,912,456
lorance_michael,2,156,78
GeorgeL34767030,2,156,78
ThielconnyThiel,2,912,456
TinaMaeRichards,2,2282,1141
dcmmj5,2,906,453
halfxwaygone,2,906,453
computerbugg,2,3046,1523
juliekanealii,2,900,450
YouKnowMe72,2,902,451
MostRetweetBot,2,68,34
mturner1961,2,902,451
SurvivorModa,2,3080,1540
FigginsM,2,1098,549
veronic79637238,2,68,34
Dfo70News,2,68,34
PinoyWhealth,2,234,117
joellelynn,2,2266,1133
andreaabwob,2,232,116
OppenheimerFoto,2,2266,1133
msvoss,2,900,450
PattiLaura,2,196,98
JW63171007,2,900,450
KathleenDay,2,2264,1132
JGainsbourgh,2,234,117
jeannine_bartel,2,3090,1545
VeronicaTellsIt,2,900,450
feelinglistless,2,3074,1537
SpicyBanhBeo,2,902,451
bigred_13,2,1098,549
mooredm2,2,2268,1134
pastorabharris,2,3048,1524
AmyLovesAlways,2,232,116
ardreedesigns,2,156,78
Dealoftheday123,2,1096,548
Trophy4toon,2,1384,692
AbigailCensky,2,3052,1526
hypnoticOMG,2,2274,1137
SteveWildWolf,2,232,116
jfranklynh,2,3056,1528
bergonius,2,196,98
lordez56,2,904,452
McClureRodney,2,3058,1529
JeanJeanie49,2,156,78
Dean_Is_Batman,2,232,116
rkaika42,2,232,116
SimonacrossSc,2,94,47
JTurnerGarcia,2,68,34
julie63pbc,2,916,458
MichaelHelfield,2,1380,690
AntifaDisabled,2,8052,4026
SethKlamann,2,2956,1478
sandrajfrank,2,2946,1473
BrushPercy,2,2948,1474
grisellacosta,2,1086,543
missjst,2,926,463
lmw1954,2,1376,688
AnnieMartin5353,2,228,114
TruthnotTreason,2,72,36
kamongo,2,72,36
dennisdko,2,926,463
francescdg,2,2964,1482
PhiloRath,2,130,65
Ballyhooville,2,228,114
CoglianeseRalph,2,1086,543
Evil_Koala_81,2,2958,1479
NancyTaylor5,2,228,114
aname_1011,2,130,65
atiunitjamaica,2,2960,1480
KelleyA07553426,2,2960,1480
jeremywsyx6,2,2946,1473
SavedRepublica,2,928,464
BuddhaWorship,2,2942,1471
sxeishorty,2,1086,543
Exhausted_dad,2,2922,1461
strangerlint,2,1084,542
SocialScienceE2,2,72,36
Walshicus1,2,1084,542
NickOwTee,2,2930,1465
nymets22,2,2932,1466
PontonTJ,2,72,36
DarrylCathery,2,92,46
bajanbetty,2,1648,824
FrenchAHA,2,72,36
saintlysanti,2,130,65
Lily_Scott_says,2,72,36
PYCYuga,2,72,36
Wordwiccan,2,928,464
JackiMoss1,2,2300,1150
CamiloGuezRodri,2,928,464
1033KLOU,2,2300,1150
feebledisguise,2,92,46
faninphilly,2,228,114
Tara_Jean1,2,1332,666
mulder_charlene,2,70,35
mvgal92691,2,2974,1487
JosOrti40722106,2,920,460
Imsimplygravy,2,920,460
AnnKasun,2,920,460
saharaweeklyng,2,920,460
SilenceNotGold,2,2292,1146
harit3,2,230,115
contranymic1,2,2988,1494
swedishkiss,2,2292,1146
hstep5,2,924,462
omapemby73,2,1090,545
theslimdude,2,2990,1495
brendan_92,2,918,459
kpslocombe,2,2994,1497
MikeDales,2,1092,546
gj1023,2,2998,1499
marian_steffen,2,1724,862
Nuvonnie1,2,230,115
UESPatch,2,2974,1487
dorkaslane,2,920,460
2shabbychic2303,2,1090,545
redgraeme,2,2972,1486
tinkerisa,2,1646,823
Bwaaaaaak,2,228,114
chawevamom7yah1,2,2298,1149
Wendellville,2,162,81
tRUMP4nthng,2,2966,1483
Woroud,2,2968,1484
T1mco,2,1642,821
vallen67,2,922,461
oneloveisriches,2,1380,690
UnitPrime,2,922,461
gsmitthy,2,2970,1485
misstjxo,2,1642,821
Jaszabella,2,2296,1148
au_pis_aller,2,1088,544
JCLMUSTANG1951,2,2972,1486
MrJWEsq,2,1090,545
kelleAbond,2,1380,690
KmicchKevin,2,218,109
1_blk_beauty,2,2344,1172
grandmaofanange,2,2712,1356
MisikoMichael,2,2500,1250
California_Art_,2,2494,1247
rkturner11,2,84,42
RobertEdgemon5,2,84,42
choco_TOEIC,2,208,104
sharonflink,2,2498,1249
breezely1462,2,1694,847
janastranewseng,2,2500,1250
_blg94,2,2500,1250
AhlainNews,2,208,104
JanetRogers15,2,1344,672
JoinWResistance,2,1694,847
DeSan0917,2,84,42
OliviaAnne,2,1352,676
MrsRosefyre,2,2502,1251
Dorsa7parsa,2,2506,1253
JoanneFMJ,2,2384,1192
HeadofPost16THS,2,2506,1253
DaveBartko,2,1692,846
RuneLinding,2,2494,1247
Denise03645669,2,1032,516
RobBendigo,2,2712,1356
Johnnywas25,2,2486,1243
KathyCybele,2,1034,517
WantNewsApp,2,1034,517
JimCorlett,2,160,80
judy53350459,2,202,101
tunmi__,2,2482,1241
LoriHPhoton,2,208,104
ReaderCatMe,2,2484,1242
allenglenn64,2,1034,517
KeithSharpe20,2,1344,672
LNightingale33,2,202,101
Hikergirl52,2,2488,1244
MercMarten,2,208,104
Cat10355187,2,208,104
HelloDumbAss,2,160,80
Dorchester_Fire,2,2490,1245
SunshineHappyP1,2,2490,1245
mistman78,2,1032,516
l_utka,2,160,80
IoanaBarna2,2,1028,514
amylee62,2,2506,1253
itsHUHna,2,1028,514
Steph80335,2,2540,1270
AUNewsToday,2,128,64
kennethmac2000,2,2536,1268
JackiSuzieq,2,2536,1268
millo_jonny,2,210,105
sherin78,2,2376,1188
boxxrgrl,2,2538,1269
AmberRaubTV,2,1710,855
GlennaBlau,2,128,64
BareFootDave1,2,2542,1271
lbraunli,2,2508,1254
NewsAndChat,2,1711,855.5
LoobyLo55423765,2,2542,1271
NovJewel,2,210,105
Titch16487899,2,1018,509
PapiReubs,2,2546,1273
ladyjacquelyne,2,210,105
truthjusticehph,2,1018,509
MessFixing,2,2548,1274
Computer_Time,2,210,105
GeorgeTheGrea17,2,210,105
fayaz_shadman,2,2530,1265
JimRosenz,2,2530,1265
Muhammsaputra,2,2510,1255
3015nyac,2,1062,531
marks359,2,1062,531
saynepsycho,2,1690,845
jones_davy,2,1026,513
WatcherOfTheSk3,2,84,42
MultyLift,2,84,42
nunomrn,2,2520,1260
chazzValentino,2,1690,845
WendyMounce,2,2520,1260
Sadiesniece,2,2380,1190
kumararepublic,2,2522,1261
snarkywgoodhair,2,1064,532
bellpers,2,2378,1189
sonja_griffin,2,1064,532
anjeleena_lee,2,2524,1262
is_veritas,2,2530,1265
likelyjanlukas,2,2482,1241
loveylovett,2,1060,530
MSRII,2,2482,1241
salome_debbie,2,2426,1213
infopap,2,1346,673
unfakingnews,2,1056,528
deverynross,2,2402,1201
Kc_indep_lady,2,1050,525
wicardossa1957,2,1050,525
awenior,2,2424,1212
deduped_nytimes,2,1050,525
drsusan59,2,202,101
EmWankenobi,2,2426,1213
GayleEskridge,2,204,102
AngelaQueensNY1,2,1050,525
bitatgjiu70,2,1700,850
Melly_Pan,2,202,101
Chreamps,2,204,102
BorderReportcom,2,2432,1216
tohadidas,2,2398,1199
Bad_Woof,2,2434,1217
glenmexted,2,1700,850
SkyHawk56v8,2,126,63
PhilGrace,2,126,63
aliMMA,2,2420,1210
Simply_Rain_S,2,1346,673
Eva_Christense,2,88,44
DonaldOnyemaec1,2,160,80
DLNewspapers,2,2412,1206
yoreshRezkiel,2,2412,1206
sassyblackburn,2,1054,527
lseefeldt3,2,1054,527
Ben___Leonard,2,2410,1205
hridigul,2,204,102
laurikcoxnet,2,204,102
gregeeeejohnson,2,2416,1208
Sheltie_Dreams,2,1056,528
DeborahMahmoud1,2,2418,1209
TadisonMaylor,2,2418,1209
Minkar33,2,2408,1204
prprerost,2,160,80
CarterJoyce104,2,204,102
DougSmi14641536,2,126,63
JaniceW78256134,2,2434,1217
AmericaLiveNews,2,204,102
Laeeth,2,2390,1195
virtualnihilist,2,1038,519
tennygirl79,2,2458,1229
walkthemads,2,1348,674
ResearchEpi,2,2460,1230
05172012m,2,1058,529
ChynnaFoucek,2,86,43
MoniqueReads,2,1348,674
PairMobile,2,2464,1232
QueenBeee208,2,88,44
BrieIsomWSBT,2,1706,853
sjdehart58,2,2436,1218
SueChapo,2,2470,1235
joybelle05,2,1038,519
adlin45,2,202,101
anndavisgarvin,2,2391,1195.5
hpoinsett,2,2472,1236
beajayemac,2,2390,1195
ShameTheDevil,2,1350,675
flagboy140654,2,1036,518
talkabr,2,206,103
stevenDiVietri4,2,86,43
ThePuffPuffy,2,206,103
marnaesch48,2,1042,521
MariaCouto1991,2,1348,674
Kathy73921688,2,1046,523
sandlou55,2,86,43
eightiesgirl23,2,86,43
EmpirePotpourri,2,88,44
AliceMairo,2,2396,1198
NorthWalesCons1,2,86,43
Family4Learning,2,206,103
nisusmedical,2,2450,1225
KarmaDeeZ,2,2450,1225
johnamick,2,206,103
curly_grace,2,160,80
MaryProffitt14,2,206,103
GaskinsShiva,2,86,43
ozomaha2,2,206,103
msehellolove,2,86,43
PinkProgram1,2,1042,521
truth_narrative,2,1018,509
UMNewsie,2,2372,1186
BdonGreen,2,210,105
Bsteffey4,2,80,40
ShirleyRagsdale,2,992,496
Astwisa,2,2352,1176
alkekarlene,2,1362,681
bisilord,2,992,496
debr3322,2,2664,1332
drmaggiesa,2,2664,1332
zashawwilkinson,2,1362,681
og_0marr,2,990,495
terrywi36381644,2,990,495
Driouxbie,2,1718,859
DeadTurkeyTweet,2,2666,1333
kevanjameswrite,2,2668,1334
LisaMic57621304,2,80,40
neaner069,2,2352,1176
sarakvos,2,216,108
dantregembo,2,216,108
justmedulce,2,1338,669
JMB_AZ,2,200,100
DA_Research,2,2660,1330
KBeckster1,2,992,496
EBMason,2,1712,856
BluePersianCat,2,200,100
Urdchan,2,2648,1324
Content_Retired,2,2648,1324
LindaLouEck,2,1070,535
mondoreally,2,2648,1324
sr_abrams,2,2650,1325
CookWatkin,2,80,40
seriouslyallin,2,2650,1325
SusanDunbar18,2,994,497
Suptralph,2,2356,1178
chicniche,2,994,497
ArthurG31943188,2,80,40
ceciliaannh,2,1070,535
bobbi713,2,80,40
PatPatt79511017,2,128,64
Jakebrakedance,2,90,45
icaritoparrales,2,216,108
ERosenquest,2,216,108
WriterCPA,2,216,108
PELCltd,2,90,45
mylittlebella,2,80,40
mami_chique,2,980,490
OffTalkic,2,158,79
cidalia_borges,2,158,79
ChrisBeckett75,2,980,490
SlymInShades,2,218,109
Katielangford35,2,2702,1351
TheDCSports,2,980,490
Frog521987,2,158,79
Mel_Storni,2,1672,836
JohnSears2077,2,2704,1352
csiswim,2,1362,681
