User_name,Freq,Score,Flr
hiltonholloway,1,4817,4817
BasitSubhani,1,4815,4815
KevinPGallagher,1,4815,4815
Showbosss,1,4814,4814
MeganLeazes,1,4813,4813
aj_mirabelle,1,4895,4895
chrisgfarley,1,4898,4898
bc_news_addict,1,4574,4574
grammyLS,1,4983,4983
DCGrandma52,1,4980,4980
saribes,1,4980,4980
jaykelly26,1,4978,4978
busblog,1,4977,4977
StaceyM78844177,1,4976,4976
NickAtNews,1,4976,4976
SlashWilko,1,4975,4975
ananny,1,4974,4974
RobKay14,1,4972,4972
xraypat,1,4971,4971
bikejc,1,4970,4970
Tippademus,1,4968,4968
alanmcbride,1,4968,4968
ArgusC,1,4967,4967
ShellyBradbury,1,4965,4965
lokkomotion,1,4980,4980
sibelhodge,1,4983,4983
Marme1232,1,4961,4961
ad_quig,1,4988,4988
TexiCaliGal,1,5022,5022
Redfuzz98,1,5021,5021
BlueTsunami20,1,5021,5021
TheSteveReilly,1,5019,5019
typefiend,1,5013,5013
geostanley,1,5013,5013
marcburleigh,1,5013,5013
Stirling_News,1,5012,5012
libbyliberalnyc,1,5009,5009
1FLP7,1,5005,5005
Troy75801,1,5005,5005
huskies5876,1,5001,5001
Harry_MiniumODU,1,5001,5001
AccActivist,1,4998,4998
sestralena,1,4990,4990
SophiaMcGrane,1,4963,4963
FrecklesXX20,1,4961,4961
knssradio,1,4900,4900
WHampBaysPatch,1,4922,4922
yunec,1,4917,4917
OwenLake,1,4917,4917
kelseyhardin_,1,4913,4913
TicaGibson,1,4913,4913
NancyWindsorUK,1,4912,4912
HalSandberg,1,4912,4912
SnarkAmendment,1,4911,4911
JamilaMWilliams,1,4909,4909
theadvocateaca,1,4908,4908
Norwalk_CT,1,4907,4907
Towle193,1,4906,4906
lmbuzzard,1,4903,4903
HealthyDorset,1,4902,4902
CaitlinKellyNYC,1,4902,4902
anthonyfroberts,1,4902,4902
SchwartzChron,1,4920,4920
jrzygirlinfla,1,4925,4925
Trouble141,1,4960,4960
Rand0mB1tsUK,1,4928,4928
VonBabasinIII,1,4960,4960
carla_margolis,1,4954,4954
MindyOgg,1,4952,4952
hwcaregivers,1,4952,4952
WisconsinStrong,1,4951,4951
doro2nite,1,4950,4950
visualplague,1,4947,4947
nasty_woman_esq,1,4946,4946
nulluser10,1,4946,4946
HCH_Hill,1,4944,4944
Anarcish,1,4942,4942
ProfShakespeare,1,4937,4937
SusanChubb1,1,4933,4933
Undercover_mole,1,4928,4928
WahcaMia,1,4928,4928
Minghowriter,1,4786,4786
stillalady,1,4785,4785
jeromethegnome,1,4784,4784
stone_circle,1,4642,4642
MrBridge204,1,4639,4639
GaryM,1,4639,4639
morganjaffit,1,4639,4639
vickysal99,1,4638,4638
Neo081001,1,4637,4637
Danbrad77778390,1,4637,4637
ChadHastyRadio,1,4635,4635
needmydirection,1,4635,4635
aaronzwinter,1,4632,4632
nonomurax,1,4632,4632
Karl_Gray1210,1,4631,4631
AnnieFeighery,1,4630,4630
MortgageNewsUSA,1,4630,4630
rachel_maria65,1,4629,4629
LowElsielow,1,4627,4627
TheSunUS,1,4641,4641
elishaleann87,1,4647,4647
puffin1952,1,4626,4626
PerkinsJanie,1,4647,4647
michaelbate23,1,4674,4674
ellisonreport,1,4669,4669
RiverheadPatch,1,4669,4669
MrFly187,1,4667,4667
roysheppard50,1,4666,4666
val_green,1,4666,4666
mambosok,1,4666,4666
PamelafBrockman,1,4661,4661
NatalieKBOI,1,4657,4657
MattMencarini,1,4657,4657
Magpie1954nBird,1,4653,4653
NCLC4consumers,1,4653,4653
debbie_dease,1,4652,4652
SuezWillson,1,4650,4650
NNAlliance,1,4648,4648
tmmckinney777,1,4626,4626
sywtta,1,4625,4625
TaliaWysNichols,1,4783,4783
Leaders_Plus,1,4593,4593
jholitonjua,1,4590,4590
sociolinguista,1,4585,4585
intotheforestsb,1,4585,4585
SuzanneCulshaw,1,4584,4584
fb_playbook,1,4582,4582
SJBenn44,1,4581,4581
JLWard220,1,4580,4580
angie_goodwood,1,4580,4580
sjuhawknews,1,4578,4578
KickingBullG,1,4578,4578
EnglishAndProu3,1,4578,4578
MaryMRobin,1,4576,4576
nort_lights,1,4576,4576
tressalog,1,4575,4575
lasfca,1,4575,4575
onahunttoday,1,4590,4590
TheXklusiv1,1,4594,4594
FlorianSchwab,1,4624,4624
FinancialMirror,1,4596,4596
Disfosgen,1,4624,4624
Stweeting1,1,4622,4622
ChicagoBACP,1,4618,4618
eli_kew,1,4616,4616
chelleastro,1,4616,4616
renmiri1,1,4614,4614
newscourier,1,4614,4614
HananShamounNL,1,4614,4614
yocibou,1,4612,4612
blankslate2017,1,4612,4612
qualann,1,4611,4611
NicholeManna,1,4610,4610
KyleGoins9,1,4601,4601
kokota,1,4601,4601
matilda_w_,1,4598,4598
ThatEppsKidd25,1,4674,4674
thebradsmith,1,4680,4680
LucioCastro_,1,4685,4685
fr_hossain,1,4756,4756
Mccrimmons,1,4756,4756
GorwayGlobal,1,4755,4755
tonyleys,1,4754,4754
Dissentra,1,4753,4753
TheTweetOfJohn,1,4752,4752
jaimeblack,1,4750,4750
Jk67Joan,1,4750,4750
nuromri,1,4750,4750
RyanVanVelzer,1,4745,4745
_Dan_Austin,1,4742,4742
saifyarkhan,1,4741,4741
NorthBayToday,1,4740,4740
C4Emily,1,4738,4738
howarth_cornell,1,4737,4737
kweansmom,1,4736,4736
pwoldow,1,4756,4756
philt5116,1,4757,4757
Ajzionts,1,4685,4685
MKTGInfluencers,1,4760,4760
SnakebiteJones,1,4781,4781
foreverberning,1,4779,4779
HerndonPatch,1,4778,4778
Momanyielijah01,1,4776,4776
wildwalkerwoman,1,4773,4773
branfire,1,4773,4773
alexdnz,1,4772,4772
thyyms,1,4772,4772
update247live,1,4769,4769
alswrite,1,4769,4769
dg_rrt,1,4768,4768
TheNewYorkBlvd,1,4768,4768
RuleMayhem,1,4767,4767
HernandezMA5,1,4762,4762
Aramcheck76,1,4761,4761
redblacksports,1,4736,4736
EricHorngABC7,1,4733,4733
psychunseen,1,4731,4731
R35I5T,1,4729,4729
lizzzyacker,1,4707,4707
HealthyCarnivor,1,4705,4705
colinmort,1,4703,4703
R0SEYJINS,1,4701,4701
DorvalTony,1,4700,4700
PscifiloverB,1,4698,4698
pinkichiban,1,4697,4697
reallyrai,1,4695,4695
jbaugh,1,4694,4694
MaddyG57,1,4693,4693
SamSanderson123,1,4692,4692
FirstKnivesClub,1,4691,4691
Chrisgill95,1,4689,4689
CharlotteAugst,1,4686,4686
pansyleaf,1,4685,4685
evany,1,4710,4710
JardinAngels,1,4710,4710
CanEmbKorea,1,4710,4710
knolinfos,1,4721,4721
DennisKendel,1,4727,4727
jrmygrdn,1,4726,4726
Lorelei_CA,1,4726,4726
Limecello,1,4723,4723
chefgwen,1,4723,4723
Khartella1,1,4723,4723
loriberman,1,4720,4720
Trump_OR_Fact,1,4712,4712
orbb80,1,4719,4719
trena_nauta,1,4718,4718
monicarhor,1,4718,4718
emyryly,1,4716,4716
Circle2Success,1,4715,4715
FlaniganColette,1,4715,4715
Rob_E_Dresser,1,6067,6067
drlangtry_girl,1,6069,6069
YvetteDAth,1,6073,6073
LorraineDWilke,1,8230,8230
SheboyganPress,1,8229,8229
jungle_dancer,1,8227,8227
JMFDSJ,1,8224,8224
propeertys,1,8215,8215
DrHoenderkamp,1,8212,8212
AlemanninSued,1,8206,8206
PortableRockArt,1,8202,8202
amoration,1,8197,8197
Big2News,1,8195,8195
basementvegan,1,8192,8192
K_OG_exGOP,1,8190,8190
PaulaDuvall2,1,8188,8188
IrishLass2157,1,8182,8182
slulay2,1,8181,8181
millxh_x,1,8180,8180
BruceFeiler,1,8230,8230
khmer440,1,8233,8233
SouthLakelandDC,1,8162,8162
CindiLewis9,1,8241,8241
cyrusflowxr,1,8297,8297
policyatkings,1,8295,8295
adgs8,1,8291,8291
SalafiDawaLancs,1,8286,8286
mechanic_mrs,1,8285,8285
DarbysCastle,1,8273,8273
Fot_roca,1,8273,8273
mixcom,1,8272,8272
ProfARichardson,1,8269,8269
gargouille,1,8268,8268
GaelynnLea,1,8268,8268
onwnews,1,8264,8264
nprworld,1,8262,8262
rodmickleburgh,1,8258,8258
dlhampton,1,8255,8255
footsoldierRow,1,8169,8169
ManiaMaiden,1,8162,8162
IanBFAWU,1,8305,8305
DDOJulesB,1,8106,8106
underground556,1,8090,8090
Jaypeah,1,8085,8085
ELHT_NHS,1,8084,8084
realLesHoy,1,8084,8084
djmincey11,1,8081,8081
HarpreetKhara,1,8078,8078
JeremyBWhite,1,8076,8076
weehalfpintt,1,8075,8075
macadee,1,8072,8072
DeniseHenwood,1,8065,8065
TriciaNC1,1,8057,8057
routefifty,1,8055,8055
TheMarieFonseca,1,8054,8054
daltonsbriefs,1,8053,8053
jrzgrlz,1,8045,8045
ds13_manon,1,8092,8092
TheObamanista,1,8109,8109
activistHistori,1,8160,8160
colo_politics,1,8113,8113
POPVOX,1,8159,8159
wehaveeachother,1,8159,8159
cybercodetwins,1,8158,8158
WhitesidePaula,1,8156,8156
whole_patients,1,8155,8155
EdTubb,1,8145,8145
ABC7JulieSone,1,8142,8142
shanebazzi,1,8142,8142
nilamadison,1,8133,8133
Durotrigesdig,1,8132,8132
thesteviejo,1,8129,8129
MikeStackpole,1,8127,8127
KnowableMag,1,8125,8125
King6Ray,1,8124,8124
mgafni,1,8119,8119
CrayKain,1,8297,8297
StourbridgeNews,1,8313,8313
AlbertoBacoBW,1,8033,8033
DCNorg,1,8503,8503
Jefiner68,1,8486,8486
appyoomkin,1,8483,8483
rpuoeng,1,8482,8482
Curious_Kurz,1,8481,8481
bandersdavidson,1,8481,8481
doritmi,1,8479,8479
Jon_Mackenzie,1,8471,8471
EmGusk,1,8466,8466
juliestoian,1,8453,8453
Estee416,1,8449,8449
ReporterStar,1,8444,8444
JGPharmD,1,8437,8437
jrb_tweets,1,8437,8437
FrankPKing,1,8435,8435
jessmathews,1,8433,8433
HellenicLeaders,1,8494,8494
Mick_Gill,1,8510,8510
NCHealthNews,1,8423,8423
ACAMS_ml_com,1,8519,8519
ellievarley13,1,8553,8553
jackie14916195,1,8553,8553
shirleyGTTO,1,8552,8552
arpitrage,1,8543,8543
tkheller916,1,8543,8543
NaijaArsenal,1,8540,8540
lemdzabu,1,8539,8539
BabyMDoctor,1,8539,8539
DanielFooksArt,1,8539,8539
KevinPurcell65,1,8538,8538
thetimesscot,1,8538,8538
corren_love,1,8537,8537
CDNnow,1,8533,8533
goc_34,1,8523,8523
SoulBlossom_Wen,1,8523,8523
DrAmyParish,1,8425,8425
hakangunery_,1,8415,8415
robertjwest,1,8316,8316
DoctorMcCoy2020,1,8371,8371
dailyfreepress,1,8367,8367
dominowski,1,8358,8358
grmartin7,1,8357,8357
juslilmissp,1,8356,8356
LAM_Barrett,1,8353,8353
FindlayCourier,1,8347,8347
brandodagr8t,1,8347,8347
PatrickVanNegri,1,8342,8342
ejgertz,1,8337,8337
ahande123,1,8329,8329
OfficialEnam,1,8326,8326
PaulLomax,1,8326,8326
dcwoodruff,1,8323,8323
tgrierhisd,1,8321,8321
RutlandHerald,1,8317,8317
AnnaMeiler,1,8368,8368
SuzeeSusie,1,8373,8373
NewtonMark,1,8414,8414
CoastalMistress,1,8375,8375
jesuscrisis,1,8411,8411
nikkijfox,1,8409,8409
naprawdejoanna,1,8404,8404
meri315,1,8400,8400
Ha_Tanya,1,8399,8399
joelle47019650,1,8398,8398
davequast,1,8398,8398
MaryRWilliams4,1,8394,8394
LarryLaVoie1,1,8391,8391
wicztv,1,8389,8389
Badgirlsbedhead,1,8387,8387
Colleek_Showbiz,1,8382,8382
shirleymcbrinn,1,8380,8380
Buffythabarbie,1,8377,8377
KenDavi80404473,1,8377,8377
LangleyTimes,1,8034,8034
u_go_grls,1,8028,8028
mikejaxsid2,1,7508,7508
_TrumpWins2020,1,7648,7648
Karmastrophic_,1,7637,7637
GlobeEducation,1,7636,7636
aleximenez,1,7635,7635
limanews,1,7631,7631
SizzleBeauty,1,7630,7630
USAaboveparty,1,7624,7624
wolfiemouse,1,7620,7620
EverettCity,1,7620,7620
BryanChristy,1,7618,7618
ATC330R,1,7615,7615
Shlatz,1,7614,7614
MikkoAlanne,1,7611,7611
barbetta1,1,7607,7607
AuthorMichael57,1,7603,7603
WDHN,1,7602,7602
imminent_news,1,7640,7640
ValerieVolco,1,7656,7656
mgobluegirl6,1,7598,7598
NBATheJump,1,7660,7660
alex_callinicos,1,7737,7737
BrettaApplebaum,1,7729,7729
Renegade528,1,7725,7725
dian_simplethin,1,7718,7718
veronicaeye,1,7717,7717
bklyner,1,7707,7707
Lashesxx,1,7706,7706
duhgurlz,1,7705,7705
bonitamersiades,1,7705,7705
WVandertie,1,7695,7695
tina_tinalondon,1,7694,7694
PublicSourcePA,1,7691,7691
FdnNkl,1,7684,7684
KREMjen,1,7679,7679
leo_puentes,1,7671,7671
MediaLizzy,1,7598,7598
Rafa_Ela05,1,7596,7596
cumberlink,1,7746,7746
rogoway,1,7547,7547
nymelb86,1,7545,7545
autumnsgrammy,1,7545,7545
ScottRhodie,1,7544,7544
midUSAmom,1,7541,7541
LGBTQPlusBot,1,7539,7539
hsmt,1,7536,7536
AEUVictoria,1,7534,7534
BeckyGMartinez,1,7533,7533
Nancy_Crouse,1,7533,7533
iyamtoo,1,7532,7532
dynamicsymmetry,1,7524,7524
jpanzar,1,7520,7520
Berlidge,1,7512,7512
NIPolicingBoard,1,7511,7511
StormBuonantony,1,7510,7510
nurse_marcus,1,7547,7547
sharon_lynch,1,7549,7549
bern_hogan,1,7594,7594
BelTel_Sport,1,7556,7556
cfbronco,1,7590,7590
PopCulture,1,7588,7588
MrDash109,1,7588,7588
GreenPartyofNJ,1,7588,7588
bethlevin,1,7587,7587
carina38925315,1,7587,7587
lwilliams333,1,7583,7583
edercampuzano,1,7578,7578
bensimmoneau,1,7577,7577
HollyBlomberg,1,7576,7576
BobSachemano,1,7572,7572
pscalise071951,1,7571,7571
AmandaNoNumbers,1,7569,7569
LeslieH24367191,1,7567,7567
judgingurn,1,7560,7560
Eedwardsellis,1,7740,7740
FadingTeacher,1,7747,7747
saveayear,1,8027,8027
dragonlady9947,1,7964,7964
INALJNaomi,1,7957,7957
emporiastate,1,7955,7955
Emily_Leedham_,1,7955,7955
theCindyCarcamo,1,7954,7954
akmcquade,1,7946,7946
EagleGuardian2,1,7933,7933
KidsAndCancer,1,7931,7931
julesbrown12,1,7928,7928
SiphiweLPhiri,1,7927,7927
jczamora,1,7922,7922
MPhilipOliver,1,7921,7921
jlj21964,1,7919,7919
AZDesertSwarm,1,7911,7911
BSladeNow,1,7909,7909
CronFest,1,7903,7903
corinhoggard,1,7961,7961
ShikhaJainMD,1,7968,7968
Bridgewater_NHS,1,7891,7891
Article1066,1,7968,7968
KaooavopaKatapa,1,8026,8026
firebrand3,1,8024,8024
ICRTNews,1,8007,8007
BrazoriaCounty,1,8007,8007
valb00,1,7996,7996
emilylinnert,1,7995,7995
RepBrianKing,1,7995,7995
nivassoc,1,7993,7993
Dave_Boucher1,1,7990,7990
prairielive,1,7981,7981
dankay,1,7976,7976
survivinglife3,1,7976,7976
pwsimerimiaw,1,7975,7975
Iloveautumn2,1,7975,7975
StephNebehay,1,7974,7974
ninibop3,1,7901,7901
Gerrrty,1,7890,7890
angsuman,1,7752,7752
thetamlyntomita,1,7822,7822
Sundaughter9,1,7818,7818
MyArkLaMiss,1,7816,7816
UBishops,1,7812,7812
lmv6719,1,7810,7810
ElaineEDO,1,7809,7809
Limeylizzie,1,7807,7807
LAGilman,1,7802,7802
hjv122,1,7798,7798
DISKingdom,1,7798,7798
BillGRinehart,1,7791,7791
sherships,1,7781,7781
broken_rhi,1,7763,7763
OnlineSentinel,1,7763,7763
onisillos,1,7762,7762
RetirementRight,1,7753,7753
LT38,1,7819,7819
veronicafoxley1,1,7829,7829
amorenomore,1,7890,7890
j_sutherland2,1,7832,7832
freezydorito,1,7889,7889
michaelgeller,1,7889,7889
MattMorgan23,1,7879,7879
jolenta,1,7873,7873
Norton_Health,1,7869,7869
SamGuichelaar,1,7867,7867
CoachLisaA,1,7866,7866
sighzach,1,7866,7866
Booth_Lenders,1,7865,7865
CityofSanAngelo,1,7860,7860
owlbare,1,7855,7855
albert_elfa,1,7849,7849
philreCareered,1,7848,7848
Bills_Chick,1,7842,7842
moth,1,7841,7841
NafisaBakkar,1,8562,8562
waldojaquith,1,8570,8570
Sunnysgrl62,1,8575,8575
CatholicForLife,1,9525,9525
DesnoyerRobert,1,9515,9515
wcchen,1,9513,9513
KellyShuster,1,9513,9513
katknapzzzzz,1,9512,9512
DonCapra,1,9504,9504
LakeviewEast,1,9495,9495
Ocionnaith,1,9494,9494
NataliyaTelula,1,9486,9486
Crof,1,9475,9475
HSxSpain,1,9474,9474
paulcshipley,1,9472,9472
rupertbu,1,9472,9472
EconCharlie,1,9469,9469
thephilacitizen,1,9468,9468
joshua_eaton,1,9457,9457
ItsWhatsername,1,9517,9517
MissAngSays,1,9527,9527
palomacreative,1,9446,9446
Saahearn,1,9530,9530
RyanBakerMedia,1,9630,9630
AnnTruwe,1,9629,9629
declanoscanlon,1,9625,9625
bigcountryhome,1,9617,9617
ThePulseOfAI,1,9616,9616
Bewickwren,1,9613,9613
maryjpitzl,1,9598,9598
MacResndiz,1,9585,9585
GIWLkings,1,9583,9583
bencsmoke,1,9551,9551
TSRachelSmithe,1,9550,9550
soundcube,1,9544,9544
Abuhawash10,1,9541,9541
scott_squires,1,9541,9541
Parents_Utd,1,9536,9536
newsadvance,1,9455,9455
JulieCourtTV,1,9429,9429
TimesRecorder,1,9635,9635
JoekillianPW,1,9332,9332
bouldernews,1,9328,9328
LeafChronicle,1,9327,9327
JoanneC59874858,1,9327,9327
SparkyRadio,1,9322,9322
Stevens18Clint,1,9318,9318
WarlickLeslie,1,9315,9315
Dinosgurl,1,9297,9297
EWoolleyWard8,1,9296,9296
CooleyLLP,1,9295,9295
dptfinance,1,9293,9293
FloridaAtheist,1,9288,9288
redgreenaction,1,9270,9270
noikeanolife,1,9249,9249
HoshangHasan1,1,9247,9247
dash_bandy,1,9241,9241
ScienceCenters,1,9331,9331
BritPatriot1701,1,9339,9339
_OneCountry_,1,9429,9429
MNUnitedAF,1,9349,9349
BHustwaite,1,9428,9428
NBCMontana,1,9420,9420
390rocket,1,9418,9418
whateveralda,1,9407,9407
Mondiablue,1,9401,9401
DactedAgain,1,9390,9390
kcautv,1,9381,9381
317slim,1,9371,9371
allmy4gems,1,9365,9365
Bakehouse2016,1,9364,9364
tommyHotpockets,1,9362,9362
Katulis,1,9362,9362
No1BoomingUSA,1,9360,9360
peristeraRa,1,9358,9358
Backstorymom1,1,9352,9352
DowntownDCBID,1,9630,9630
MISupremeCourt,1,9642,9642
Remmy_Sheda,1,8577,8577
johnson_mjj,1,9938,9938
MsAnuJohanna,1,9933,9933
saginawnews,1,9929,9929
GiniaNYT,1,9917,9917
steviweavi,1,9906,9906
CrawliesWithCri,1,9895,9895
TaePhoenix,1,9894,9894
KCMOHealthDept,1,9893,9893
MaryKPIX,1,9891,9891
bttr_as1,1,9889,9889
KevinGFox,1,9886,9886
MiriamETucker,1,9882,9882
allthingsct,1,9878,9878
TekStol,1,9857,9857
sora6141,1,9852,9852
DoyenneSolace,1,9852,9852
theSBPC,1,9937,9937
MaxAMaxim,1,9940,9940
silvestrepiopio,1,9848,9848
MyMcMurray,1,9948,9948
RaymondSnoddy,1,10010,10010
LChillll,1,10004,10004
Biggamebobby,1,9991,9991
edcumming,1,9989,9989
giacomonyt,1,9976,9976
FiFiEarthAngel,1,9971,9971
DTDingle,1,9970,9970
levinecarrie,1,9964,9964
touchedByElda,1,9963,9963
patkua,1,9961,9961
james_corbett,1,9959,9959
J_M_Renault,1,9955,9955
MikeBates04,1,9955,9955
balenowatch,1,9954,9954
NelpNews,1,9952,9952
Beer0Cl0ck,1,9851,9851
sabinvaccine,1,9824,9824
USCGlobalHealth,1,9651,9651
StevensonFWST,1,9739,9739
mariachong,1,9730,9730
cristolcarol,1,9728,9728
kbaxter11,1,9725,9725
InProportion2,1,9720,9720
FamiliaemPauta,1,9718,9718
UHNM_NHS,1,9713,9713
StevenCravis,1,9712,9712
newspressnow,1,9694,9694
PhilipGlanville,1,9689,9689
aikenstandard,1,9689,9689
InTheThickShow,1,9672,9672
GrindinSoldier,1,9661,9661
CCTNews,1,9655,9655
LaCrosseTribune,1,9655,9655
kombiz,1,9654,9654
BagatorBryant,1,9738,9738
tinopai,1,9745,9745
LVinEU,1,9824,9824
KenP1958,1,9746,9746
Tao_30,1,9820,9820
VickyisGrateful,1,9815,9815
AntiTrumpReport,1,9806,9806
mikenizza,1,9800,9800
ConsumerAffairs,1,9800,9800
Tim_jbo,1,9798,9798
carolstamey,1,9798,9798
lunar_aphrodite,1,9792,9792
LaneZane1,1,9788,9788
Amina_Lone,1,9781,9781
john_nufc42,1,9775,9775
USCDornsife,1,9774,9774
SaveRDemocrazy,1,9772,9772
IASS_Network,1,9769,9769
Opoyis,1,9749,9749
ChampagneDosser,1,9240,9240
CollignonPeter,1,9228,9228
Katastrxphe,1,9219,9219
resign_today,1,8801,8801
karel60524954,1,8796,8796
JayeRobinson,1,8796,8796
AngelJennings,1,8791,8791
quendergeer,1,8783,8783
StarSparkle_UK,1,8783,8783
ewhitmore,1,8782,8782
DataPointed,1,8777,8777
MaryHNJ,1,8772,8772
JenLeighWFLA,1,8760,8760
snurb_dot_info,1,8755,8755
CataNigra,1,8751,8751
NurseDux,1,8746,8746
JimMongoose,1,8742,8742
iamsojinxy,1,8737,8737
EdinburghLive_,1,8736,8736
drpaolandmd,1,8797,8797
cameronkgvi,1,8805,8805
CivilDefenseHI,1,8728,8728
inkcanada,1,8809,8809
JennHaQuinn,1,8874,8874
Spechal_K,1,8870,8870
jandis_price,1,8863,8863
HeraldNews,1,8860,8860
TheValuesVoter,1,8856,8856
AyrshireEPolice,1,8844,8844
MarcoAlbuja,1,8842,8842
JohnRoss43,1,8840,8840
c4marcus,1,8840,8840
physicsgeek,1,8831,8831
jan90067,1,8828,8828
eHealth,1,8818,8818
adriduivesteijn,1,8816,8816
MansfieldNJ,1,8815,8815
JoshCoutu,1,8813,8813
MG_Maigamo,1,8735,8735
iamofdaniel,1,8721,8721
LittleRed623,1,9213,9213
DonaldThacker,1,8637,8637
Kevin_McKernan,1,8625,8625
Amie_Just,1,8624,8624
Such,1,8615,8615
SpectrumNews1KY,1,8611,8611
MrGee54,1,8609,8609
lancspublib,1,8609,8609
TomJackmanWP,1,8608,8608
CBCKamloops,1,8606,8606
darkentriesrecs,1,8606,8606
nwipreps,1,8602,8602
mayzeesMom,1,8601,8601
InfamousResists,1,8594,8594
NETNewsNebraska,1,8594,8594
enamhaque31,1,8589,8589
BrennaGreene_,1,8583,8583
medwoman1,1,8635,8635
NerdyNegress,1,8638,8638
JenJamesBeauty,1,8719,8719
DanaJacoviello,1,8650,8650
parisinaugust,1,8716,8716
tobeso1one1y,1,8714,8714
HpoolCouncil,1,8712,8712
BookBaby,1,8708,8708
dirquez,1,8701,8701
DiverseElders,1,8700,8700
johnis44,1,8686,8686
ChilliGaz,1,8681,8681
csibike1,1,8680,8680
cap10d71,1,8671,8671
ginsengity,1,8668,8668
CherokeePhoenix,1,8665,8665
GeorgiasGlamma,1,8664,8664
GideonGil,1,8662,8662
THsportsfeed,1,8650,8650
ClubCabeza,1,8881,8881
DNCpeep,1,8886,8886
sahenry,1,8892,8892
BreakingNews_RS,1,9124,9124
duanebailey,1,9120,9120
LibipsNeil,1,9119,9119
jocowboys87,1,9117,9117
IDickson258,1,9113,9113
MoLulkowski,1,9108,9108
LiberalPartyNS,1,9107,9107
rosalita356,1,9105,9105
WillowResist,1,9098,9098
AdrianaLaGrange,1,9094,9094
angeldee0,1,9091,9091
joe_thomas18,1,9089,9089
acute_tomato,1,9088,9088
brexjam,1,9078,9078
basquiatball,1,9066,9066
yodaquoter,1,9063,9063
nicky_NoPasaran,1,9122,9122
BarryWhyte85,1,9125,9125
chris_steller,1,8900,8900
ChmnMendelson,1,9128,9128
SOTTnet,1,9212,9212
MarfanSyndrome1,1,9202,9202
weedstreet420,1,9201,9201
daera_ni,1,9199,9199
NMDOH,1,9188,9188
SuzPerezICT,1,9177,9177
WRDmag,1,9177,9177
heidiEC5,1,9176,9176
AACOMmunities,1,9175,9175
NabeelaZahir,1,9175,9175
NairYasmin,1,9167,9167
KimmoMatikainen,1,9151,9151
reutersLjungg,1,9143,9143
enhance,1,9139,9139
wlwatts,1,9129,9129
CovidActNow,1,9057,9057
Trraavv,1,9056,9056
BBCAnnaT,1,9044,9044
O0onaa,1,9043,9043
Mompreneur_of_3,1,8958,8958
WelHatCouncil,1,8956,8956
ChSuptLeaper,1,8951,8951
JapaninCanada,1,8949,8949
annepearl1,1,8945,8945
Alansbaby8,1,8944,8944
MarkBaileyMP,1,8944,8944
HeidiLiFeldman,1,8935,8935
LadyIld,1,8934,8934
Africanfighter,1,8933,8933
AnnetteF24,1,8931,8931
A_WittenbergCox,1,8931,8931
tatuDEMalik,1,8915,8915
JFKinAZ,1,8914,8914
EnriqueTaylorr,1,8902,8902
capecodweather,1,8972,8972
PsychScientists,1,8985,8985
PRRisk333,1,8986,8986
ShowTrialStudio,1,9014,9014
JaneMorgaine,1,9040,9040
CricketixSue,1,9034,9034
USSbriefs,1,9024,9024
sanjanah,1,9024,9024
Ikra4SRK,1,9020,9020
rrose1921,1,9014,9014
RidleyPearson,1,9012,9012
AdamSzymkowicz,1,8990,8990
a_greenwood,1,9011,9011
eu_lover,1,9005,9005
JaneyH888,1,9000,9000
evimrkou,1,9000,9000
urbanjackattack,1,8993,8993
StevenBeynon,1,8993,8993
HankGreelyLSJU,1,7508,7508
LaurenDownSouth,1,7507,7507
DrJasjitSingh,1,6073,6073
_b_meyer,1,6453,6453
cveiga,1,6450,6450
BeQurious,1,6449,6449
delvecchiograce,1,6441,6441
GrooveSDC,1,6441,6441
fashion_mommyWM,1,6437,6437
Carl_T_Music,1,6433,6433
kcwineguy,1,6432,6432
robotopia,1,6430,6430
AmBeachy,1,6429,6429
RevEverett,1,6428,6428
GPWriter,1,6427,6427
Tyler_Tortoise,1,6424,6424
firedup79,1,6423,6423
jneill,1,6423,6423
nan_einhorn,1,6420,6420
HealthInFocus,1,6452,6452
Lynn_Bonner,1,6453,6453
crispiandjb,1,6419,6419
RepChrisWelch,1,6456,6456
beejonson,1,6496,6496
sarahmclellanny,1,6493,6493
JoeKamalaTicket,1,6492,6492
PapaESoCo,1,6491,6491
frasermatthew,1,6485,6485
BradResist,1,6485,6485
mylastsoberduck,1,6484,6484
SnoCo_DEM,1,6481,6481
bigbang,1,6480,6480
nursiegal75,1,6479,6479
sheri_scary,1,6475,6475
livetweettweet,1,6471,6471
sophie_beach,1,6467,6467
mimix3,1,6460,6460
lancewalton,1,6459,6459
EricBeinhocker,1,6419,6419
Bee42681881,1,6416,6416
InRodWeTrustMTL,1,6505,6505
BoringOleFart,1,6376,6376
klaviyo,1,6374,6374
mattrett,1,6372,6372
BevanWhitfield,1,6369,6369
KOCODillon,1,6368,6368
ZuckermanBrain,1,6363,6363
benegotherit,1,6362,6362
stephanieinnes,1,6361,6361
phltarcat,1,6361,6361
QTweather,1,6361,6361
kolchak,1,6360,6360
Ugomego,1,6357,6357
pqpolitics,1,6356,6356
iamOtherGuy,1,6354,6354
JohnFeehery,1,6352,6352
RobinStroup,1,6352,6352
CShalby,1,6374,6374
NorthForkPatch,1,6377,6377
miekeroth,1,6416,6416
MatreshkaCats,1,6379,6379
Sheanderthal,1,6415,6415
2015gardener,1,6414,6414
OGducklips,1,6411,6411
